Unnamed: 0,st_id,st_name,st_genre1,st_genre2,st_genre3,st_genre4,popularity,followers,related_found,artist_group,index_community
19915,5JTsTaVWr1u2TxPAvWwvNI,Lenatic Bubble Gum Hipsters,rock viet,,,,9.0,972.0,13.0,,3
19916,1CbfG2QxPU2r7wODxVwUTB,CrazyFrogs,,,,,20.0,85.0,0.0,,3
19917,2CYz62cthPQ03xzOFpq683,Cheung,indie viet,v-pop,,,29.0,24745.0,19.0,Indie sôi động,3
19919,4NfuHLESitkh66LOZeyzsu,Minh Đinh,indie viet,,,,29.0,15764.0,14.0,Indie Ballad,3
19920,4E1hBOA2Chxa8zDBeINAns,Digital,drum and bass,drumfunk,halftime dnb,jungle,12.0,7267.0,1.0,,9
19921,0HqNIZwtUtRM5FEuXrdZWf,Wang,,,,,15.0,450.0,13.0,,3
19922,41o2x1AJ6KzUiz6JxYtCtJ,Hào,indie viet,,,,27.0,2042.0,12.0,,3
19923,1984OVQ0KnJW80MiZYOrFF,Mèow Lạc,indie viet,,,,20.0,2772.0,14.0,,3
19924,5i6UeU7TcmXFqpMaQxWbwE,BỤNG MỠ,vietnamese singer-songwriter,,,,5.0,1015.0,14.0,,3
19925,3Tr8fFMbWxysSzBztIqNPP,WHEE!,indie viet,,,,39.0,2778.0,16.0,Indie Ballad,3
19926,5Js1ccQKQ0mXSEit8znjkg,EWAVE,,,,,33.0,1226.0,6.0,,0
19927,1b7AEdUSudOQoZF5ebUxCL,Humbe,monterrey indie,,,,62.0,368681.0,1.0,,11
19928,6Mek67pKmBw5N3FZnAc2J8,Citadelle,,,,,35.0,2615.0,12.0,,0
19929,5mKNjpx3SmjNqtxQTmuo9Z,The High,,,,,53.0,2929.0,15.0,,0
19930,77b4s2pD9ezxA8EVti2cJw,DÍNH,vietnamese hip hop,,,,28.0,4919.0,14.0,,3
19931,2rPGi9uFwxd7yy1XtddD6N,RYUKYUDISKO,okinawan folk,okinawan pop,,,8.0,1646.0,5.0,,12
19932,5obLWzON1QgVAclPIejz5R,Mark Scott,,,,,0.0,30.0,1.0,,6
19933,3tkHlk2d0v43tTN0YCCgWB,tripsyhell,trap tuga,,,,35.0,3661.0,1.0,,25
19934,2HgRlGRHh6gjEvF6RCaTlo,The BashTones,souldies,,,,22.0,1763.0,1.0,,31
19935,1Ykfhp2ZuVci5gce2pITyx,Fully Loaded,modern downshift,,,,10.0,357.0,13.0,,15
19936,6GqksGv39gHrhEbbI0Mavw,Stunnaman02,,,,,32.0,4545.0,15.0,,15
19937,72JYdP98St11Hga6yN2PGl,Azanti,nigerian pop,,,,37.0,5896.0,0.0,,2
19938,4Zgs72EVDddJE8pa3oGC4L,Daniyel,sad rap,,,,49.0,19931.0,2.0,,43
19939,61677A13kBwbTfqECI65p8,DIXSON,alternative r&b,indie r&b,,,46.0,9013.0,6.0,,2
19940,3qiQUUvazYmo7tBgQeb2rf,Moonkey,drill espanol,urbano espanol,,,51.0,86965.0,5.0,,11
19941,53kQBsEHAWWgAJtXLC37fh,Bradley Denniston,,,,,33.0,2540.0,7.0,,12
19942,3a1tBryiczPAZpgoZN9Rzg,Asake,nigerian pop,,,,70.0,333107.0,4.0,,2
19943,3gzyfNen0cMn6dybhnmwpd,Tayo the Little Bus,preschool children's music,,,,40.0,2812.0,0.0,,18
19944,0RzxSfLRSQmRJ3fFabRMsT,MINH,indie viet,,,,29.0,13298.0,15.0,Indie sôi động,3
19945,3dvN57sIoOgYCUA5NGq3ob,Hoàng Vương,,,,,16.0,49.0,14.0,,3
19946,5Asmy0h9knUDYjkiQZ1tDj,Hey I Made This Beat,west coast trap,,,,1.0,1017.0,13.0,,15
19947,7fZdRgeB1EwFYnbrQ9U4kt,Rast,azeri pop,,,,17.0,172.0,13.0,,4
19948,3iYkEpcZTOmJZ20sbpSFxS,Kush Mody,,,,,18.0,2214.0,4.0,,2
19949,5VDKqWaA5rOHQNKaMuub9w,C.I.N.,,,,,7.0,4858.0,6.0,,15
19950,65Hl3kqIp39UAQcG4FgSHN,Brabo Gator,country rap,redneck,,,48.0,42110.0,1.0,,2
19951,1D2LuIU6rgg0MGa0l8wYJh,Yo Lee,mandopop,taiwan pop,taiwan singer-songwriter,,44.0,49933.0,0.0,,21
19952,6M3geqP2pRwvlP3hByGgNI,Nac,,,,,1.0,118.0,1.0,,0
19953,7vByi0TCh4wNTdqNK7dNqe,Audio Dope,basel indie,,,,36.0,13064.0,3.0,,8
19954,7k6KVFItaU7pcBvL6poIi9,Mark Eliyahu,turkish instrumental,,,,57.0,133919.0,2.0,,5
19955,2FkNtC9LJiwUPYSBuTStGI,Ca$ha,,,,,3.0,189.0,8.0,,15
19956,5MJ5f1XKD9yu7aWfG8OGjz,Mellow & Sleazy,afro soul,amapiano,south african pop,,55.0,280465.0,5.0,,28
19957,1Zr6fB2AUSdHQ4Dg17bKLQ,Frukwan,,,,,20.0,582.0,5.0,,2
19958,7iljQVDzReF6FBa4cNMIAp,Raashan Ahmad,jazz rap,,,,32.0,8580.0,5.0,,2
19959,3BeqnQZzKaqsromLrrvUsJ,FATBOY RHYMER,,,,,13.0,249.0,2.0,,2
19960,3wAZzQisJY1npTKLDYcjr1,J Nash,,,,,0.0,39.0,2.0,,15
19961,4zoz0st7CqesHkO58AbJtl,Hazy,,,,,46.0,13493.0,2.0,,32
19962,67RHRuSjSkZEqk4BOlg1mz,Don Mega,,,,,26.0,5954.0,8.0,,2
19963,0ufSjaeFPPFgcCDvqLyz8x,Young Twon,,,,,6.0,649.0,10.0,,15
19964,7vmPMgMgEfADh0OqICwLyS,Def Dee,abstract beats,,,,10.0,554.0,3.0,,2
19965,6Ma7ZBVsdilEALEnNl5Tgz,Brian D'Oliveira,sound team,,,,28.0,1170.0,1.0,,8
19966,4HRnNMwUE3QYo5K9LkwczW,Ntg,,,,,6.0,240.0,1.0,,10
19967,5mqJUWdGg6icg64ma0Qnwd,T. Calmese,,,,,7.0,73.0,1.0,,2
19968,2HM1ll0RaXCu9uRfyT1k3j,Siro,,,,,0.0,501.0,0.0,,3
19969,7DqvKC9ApuKJTk1oQbLi9Y,Clika 1,chicano rap,latin hip hop,,,33.0,36271.0,12.0,,31
19970,08IhxSnq4FJto2zSdpuw2G,The Means,,,,,0.0,1.0,1.0,,6
19971,3Dah8rmNlgdfuMvVECARjc,Lil Kano,,,,,8.0,146.0,1.0,,6
19972,5PJeFACZ7XiixDLUKiXlb4,28 Grams,,,,,0.0,428.0,2.0,,2
19973,4WYXnX4TXxhNklTQzEHj9X,Kurt Diggler,drill,,,,9.0,1144.0,3.0,,2
19974,6MZ8FA8ZuJRh7TsksXAWQP,Wide Eyed,,,,,29.0,811.0,11.0,,8
19975,5RxfcQtj2NPyVzr3s4LvGa,Young Sicc,chicano rap,,,,13.0,12099.0,12.0,,31
19976,2zcu7rparMOCBU7ZaBMb4N,Trendsetter Sense,,,,,2.0,321.0,5.0,,2
19977,6O9yu7qX6oTo4FYq9xWYgq,Rnb Base,,,,,7.0,5126.0,7.0,,15
19978,5uI39pCYS9jcJAf3rZs4H5,Cambatta,spiritual hip hop,,,,26.0,8389.0,0.0,,2
19979,4ClNXdDDSMMO8sx69KebyE,Mr. Burns,,,,,3.0,66.0,1.0,,2
19980,7bcaPLwtiAQbJUcYYvHPlq,Free Murda,wu fam,,,,1.0,123.0,1.0,,2
19981,1x8qidXwbGSjs8tuvpFtMY,Instrumental Kings,,,,,0.0,3.0,0.0,,2
19982,52MMXmgPC7kDNIYUxCeh8d,Becky and the Birds,experimental r&b,modern alternative pop,,,32.0,7064.0,5.0,,7
19983,3NJv6mRV2IyCUj2g5MM6Mg,White Mic,,,,,5.0,456.0,11.0,,2
19984,47bOlAlDIrLUwpyXaBMA9w,Rosalee,,,,,0.0,131.0,1.0,,5
19985,7vtnVU0zOWlN9R4OOz0IjC,BeatRunnaz,,,,,5.0,307.0,1.0,,16
19986,63L5DcluaWeoqnrtSHAO80,Mendo Dope,,,,,28.0,6140.0,10.0,,2
19987,3XMd7fCgFvAuHCsP7SR6BV,Z-Man,,,,,9.0,1008.0,13.0,,2
19988,48KujSTgBbB7YmRxJC7sxb,TOPR,,,,,5.0,554.0,9.0,,2
19989,2LESTRq1L9h0aLT0ZHJETg,Eel,bemani,shibuya-kei,,,9.0,1362.0,1.0,,12
19990,20W9F94ZPbzoMqxuekMgKi,MF Grimm,alternative hip hop,,,,46.0,42093.0,8.0,,2
19991,5qYVIUvwyHinD7kpaS7xpN,Bored Stiff,,,,,6.0,1316.0,12.0,,2
19992,0MZ2kdIMm8GrHOzPm1QK1A,Teddy Roxpin,,,,,36.0,427.0,1.0,,35
19993,2Jo4Zz3YTkRH5hq65BFMqe,Nathan Kawanishi,lo-fi beats,lo-fi jazzhop,,,44.0,8629.0,0.0,,32
19994,12scI4mEdyEDBi7cdkxkVZ,1nG,vietnamese hip hop,vietnamese melodic rap,,,33.0,12472.0,9.0,,3
19995,20vBRv8Eh3JN4cyfJncM8J,Lucy Krakow,,,,,0.0,19.0,0.0,,5
19996,0zhQMTxLbYKJs3Nntju0vP,M.I.C.,,,,,5.0,2018.0,7.0,,15
19997,351VwkrQ5FuYqa7YsDfSpU,Outerspace,philly rap,underground rap,,,32.0,30562.0,7.0,,2
19998,2iGG4lhqUPgM5g8bA6YKSj,SilkandStones,,,,,47.0,763.0,1.0,,0
19999,6QKJvkMxnzy1nJYyrZVGmP,Cloudstorm,,,,,0.0,58.0,0.0,,31
20000,3GC4TQ0qSw36LEl7CWwdSO,Kidd Upstairs,,,,,30.0,4020.0,1.0,,15
20001,7CFt0cQuQpb3hk9eT5qCmM,The Regiment,,,,,9.0,729.0,0.0,,2
20002,2H1LiROfuxEO0EORx0hFD4,BIGHEAD,vocaloid,vocaloid metal,,,23.0,4968.0,0.0,,22
20003,47T3YZ5z7orWAJKoUGZvEk,Big Bandit,,,,,1.0,68.0,2.0,,31
20004,599hKOVjadkb7Ny10pYc0M,Tariq,,,,,5.0,22.0,4.0,,4
20005,1VXenqK7I7BSHkea2TjVoW,Q Loco,,,,,1.0,653.0,3.0,,15
20006,3Ht0GFa0JMJL0qlTPoF7gu,Oh Blimey,escape room,lgbtq+ hip hop,,,15.0,631.0,2.0,,6
20007,3kMMoBYpbDgdN3zvQedA8U,Brian McKnight Jr.,,,,,40.0,6624.0,7.0,,6
20008,05x7Ns6EoKn0n0CEa4pNDE,Mullage,atl hip hop,pop rap,,,32.0,3496.0,13.0,,2
20009,52qqgwRzHxEPXuefNxc8Xx,Alexa Lusader,,,,,31.0,1090.0,3.0,,0
20010,0Tb4kKIReUDSnDu7diliHR,Cathy,,,,,0.0,38.0,2.0,,25
20011,5eX0epLy551uFsC45QUtnQ,Strange Mike,,,,,29.0,895.0,5.0,,0
20012,6fIF1TzV4K21TUWPXoQDAj,UMIE,,,,,30.0,1622.0,11.0,,3
20013,48vmXfV0QPy3ljXBp81Fwn,Coyote Theory,,,,,65.0,84178.0,5.0,,7
20014,7dl9xeD8jLQYMQyCfpK8TE,BMX Bandits,c86,scottish indie,,,15.0,5883.0,1.0,,8
20015,3r94PF71LWRI5K6wqclNjQ,Chapterhouse,dream pop,dreamgaze,nu gaze,reading indie,34.0,50513.0,2.0,,7
20016,33LXW1WNkFCxBxdKjpIJ4x,Bass Science,glitch hop,,,,0.0,627.0,5.0,,9
20017,6kN7AbeUV4yRewiVUToouk,Headphone Activist,bass trap,vapor twitch,,,40.0,31978.0,7.0,,0
20018,3d8Vm4iML6AOzAtmvcXSjT,Finbar Wright,irish country,,,,14.0,839.0,1.0,,6
20019,2pmsZrOHRK5vMr1Ssmqo2u,Darren Day,,,,,6.0,703.0,5.0,,18
20020,1BxkfWgtdCAnfjk3G4DLDH,Kevin Kartier,,,,,2.0,238.0,2.0,,2
20021,3iw966n9sQFZykdX1GNZMy,Cathy Vard,,,,,0.0,16.0,1.0,,13
20022,4MZJheacNQRGJApQBTnlYE,Celtus,,,,,7.0,894.0,1.0,,8
20023,7csbuIcm6wfAcvl5f0w2FQ,Marty JayR,,,,,5.0,107.0,13.0,,31
20024,18rKD0j21issKG6cKEbwWP,Caliph,boston hip hop,,,,22.0,1713.0,1.0,,2
20025,3mndTMiP2EOug7cIjq177j,Conejo,chicano rap,latin hip hop,,,40.0,80482.0,16.0,,31
20026,0bHjvDqhBSkTijVAIA0jFs,Samanda (The Twins),,,,,1.0,49.0,0.0,,6
20027,3gwliNzoTWJL8aQChgGWA5,Hd of Bearfaced,,,,,15.0,528.0,17.0,,15
20028,5Z9W23mX5gDSgLmmR2iUqh,Ibbe,swedish hip hop,swedish trap pop,,,33.0,8452.0,1.0,,13
20029,0n0N8rkm96ulhvOxNu6zK5,LAV8,,,,,50.0,1855.0,9.0,,32
20030,1qwTokm6HR3wiy9XKh8pVs,The Deidre Wilson Tabac,,,,,19.0,334.0,3.0,,5
20031,3lYEIxntrf7eOvo4vqIhvF,New Heavenly Blue,,,,,0.0,12.0,3.0,,5
20032,5FifK2T7KEKatsWO6WxkS6,Yescoba,,,,,29.0,824.0,12.0,,1
20033,3VXkirK1MbjgQGQuFEt8T8,Siàu-lú Khah-lah（少女卡拉）,,,,,1.0,205.0,2.0,,53
20034,6OXzciYkZCsfLnechSnFR2,WISEKIDS,,,,,49.0,1274.0,12.0,,0
20035,0VD8vX2wvCYYD0SMFCZeRR,Calero LDN,rap espanol,rap politico,spanish hip hop,,51.0,117138.0,2.0,,11
20036,7uWyUhtmPeGAg3ylpXE3yq,Sol Novaro,,,,,44.0,137.0,4.0,,0
20037,6WFDpw4u23uSpon4BHvFRn,Cat Burns,uk pop,,,,66.0,124445.0,9.0,,2
20038,4bCEw9lXrhxvEZQHxD8tJU,LieVin,schweizer rap,swiss hip hop,swiss trap,,26.0,2590.0,2.0,,20
20039,7dmbpbRfi5fEBqu9A9kwrc,Iseo & Dodosound,reggae en espanol,,,,49.0,149681.0,3.0,,11
20040,3fzRb5i8Wn7ao2KPDxEiTR,David Solomon,,,,,52.0,21130.0,5.0,,0
20041,2nk2PnWoh8U5lR6xDhDGFu,ICD,somatik techno,vietnamese hip hop,,,22.0,11519.0,10.0,,3
20042,5o2KBzYUFierWmBhSemAhq,Ace Aura,dubstep,electro house,gaming dubstep,melodic dubstep,42.0,24629.0,5.0,,22
20043,3hlOmJ7oNL5pMuUvBSfjTZ,BAD BOI,,,,,1.0,42.0,12.0,,1
20044,2QASfJdWbvHxuGbMhhDFpY,WET VIDEO,,,,,24.0,550.0,15.0,,1
20045,74SiDGoCZXLNBMX7HCZXXo,Daniel Vardan,czech hip hop,,,,34.0,3082.0,3.0,,65
20046,4YnmlfVdziLiqFQtQ4zTcq,Páll Óskar,classic icelandic pop,icelandic pop,,,31.0,15152.0,1.0,,18
20047,1vy2gxHoaHJhUQgQaJjHKh,Anthony Meyer,,,,,26.0,968.0,0.0,,0
20048,0WJDeBl6waQcK0ezUsmcaT,Clovis,spanish indie pop,,,,3.0,1053.0,1.0,,25
20049,6Ql5ZUhTCAn62skkbRJWCq,DJ JEEZY,,,,,45.0,5074.0,3.0,,20
20050,1ZPGzmbFTn8GRjqTqnLiFE,Niklas Dee,covertronica,slap house,,,50.0,2419.0,8.0,,0
20051,5rp7EY20EYXV7PjdnVRFLJ,KhangG-B,,,,,0.0,3.0,0.0,,3
20052,1ZcrHRysLjlnJnwe4T51wZ,Khánh Dandy,,,,,0.0,6.0,0.0,,3
20053,3ETEnDqZq8FH1I2AX8Amim,The Fox,,,,,2.0,162.0,4.0,,4
20054,3oa1ydh8eLVXesBUwIfBWQ,Ludvigsson,deep tropical house,pop edm,swedish tropical house,tropical house,42.0,6252.0,11.0,,0
20055,05pZjhj26S39scU4qPUhzq,Jorm,,,,,41.0,5130.0,13.0,,0
20056,5iDqwo7vU6DeVI4dV51JKO,Jenny Nguyễn,,,,,0.0,2.0,0.0,,3
20057,5gxbYotSTURotqnFJN8TWQ,NamDuc,,,,,27.0,8801.0,9.0,,3
20058,6hFz7qfv7dt2sgRuGBYnP1,ILYAA,,,,,41.0,1323.0,3.0,,0
20059,1OnnVNvbz0OsApDXHUX2bM,Phí Phương Anh,v-pop,,,,38.0,15558.0,18.0,V-pop Mainstream,3
20060,0BdqSoiFVJSplPq3KSySFz,Jean Juan,covertronica,slap house,,,53.0,4233.0,11.0,,0
20061,3zQf6Ogadb67LzdBTHaZ0N,Will Not Fear,,,,,19.0,532.0,12.0,,1
20062,4Nw7hgyeIEP5w5ehrMNKpq,ChoA,,,,,25.0,5814.0,11.0,,1
20063,1uU7g3DNSbsu0QjSEqZtEd,Masked Wolf,australian hip hop,,,,68.0,608391.0,5.0,,2
20064,3gRbjzXPan9DOBEMmTjxVo,潘PAN,,,,,32.0,12074.0,2.0,,9
20065,1260cBYXTbcaPim1WPOXFG,Kristel Fulgar,opm,,,,36.0,63228.0,1.0,,74
20066,3KlgrgG54eKlu7rCQ8WxbS,Yae Rin Seo,korean soundtrack,,,,6.0,543.0,8.0,,1
20067,6Pv22u0asIw7GF3eNSivSz,Kim Jeong Wan,korean soundtrack,,,,2.0,244.0,6.0,,1
20068,2idzGh2gJPmZCz2yMxdMGs,Shani,,,,,6.0,148.0,1.0,,33
20069,6Hw6zmpru6uNDiUWep8ENG,Selo,turkish hip hop,,,,31.0,5782.0,4.0,,46
20070,0YAkOkbeAPiS35qyouiM4O,Oatmello,chillhop,lo-fi beats,,,55.0,19140.0,4.0,,35
20071,0BNz24TKUn8Ov1ApFkLzA1,Emile Mosseri,,,,,46.0,12291.0,6.0,,8
20072,0a8YNI8VHVPYKIPvCiJDxa,Mohbad,afropop,nigerian pop,,,46.0,173288.0,1.0,,2
20073,2bStSSSAYNLCBApc6Qrirf,Jenil,pinoy edm,,,,48.0,10525.0,9.0,,0
20074,0lAX8YNWxYaWe9nfXpbo7b,Tafrob,czech hip hop,czsk hip hop,,,31.0,14893.0,0.0,,65
20075,15UQcr22jcc6DJjy3sLv3J,Rashmeet Kaur,punjabi pop,,,,55.0,18295.0,2.0,,38
20077,2a7oUkcHRBEdd7qS7yLZMm,NbH,,,,,0.0,5.0,0.0,Pop miền Tây,3
20078,7m7IF4B7FyymMtPrDKkeXy,Bình Boo,,,,,0.0,6.0,0.0,,3
20079,2SIjieAwLcihB5fZ7HfHmD,YELO,,,,,31.0,2861.0,16.0,,1
20080,3JXn5nLJ8VONcHUzBFRKGF,Cocc,,,,,1.0,13.0,12.0,,3
20081,5QdG7vwkhDqurhzX6pyaLK,Dương Hùng Sơn,,,,,0.0,3.0,0.0,Pop sến loại 2,3
20082,77Jvy3Jr7iw3E431iJuyOU,T.A,,,,,0.0,2.0,0.0,,3
20083,3vkFU3DBYyYBSUt323pj76,Emanuele Aloia,italian adult pop,italian pop,,,53.0,167057.0,0.0,,23
20084,6yLz5osCQGNVZMmv5OPSKW,Tray D,,,,,0.0,1.0,0.0,,3
20085,4vIqGU0IGCFtAGcnMrndUT,Nadine,afrikaans,,,,18.0,22.0,3.0,,44
20086,0YFn3NxI5ooU7IhGvRB5Yg,Nora & Chris,,,,,43.0,1464.0,5.0,,0
20087,3jwz2ScLKF1yegHKiAVa0X,Ace Shimizu,,,,,2.0,740.0,3.0,,12
20088,3y0Tmt0epaxAHy6L89dGGC,Ngô Lan Hương,v-pop,,,,38.0,16973.0,16.0,Pop Ballad Flop,3
20089,00OLN5o0Ba1W6KkjRi5jWd,Dwin,lithuanian edm,lithuanian electronic,,,53.0,24402.0,12.0,,0
20090,0Wk1HnqgITK5L6UIR6h3pM,Kun,,,,,4.0,1.0,0.0,,3
20091,2qYQiMlNIKZ0k7ABWbyJxS,Piggy,,,,,3.0,190.0,0.0,,3
20092,3MJkjA2JwoLaRsEqooYtPu,Zaa,,,,,21.0,2571.0,1.0,,0
20093,5Nrl4fJ98iiMiTqhKjy8ZL,Fam0us.Twinsss,trap queen,viral rap,,,39.0,24488.0,3.0,,2
20094,3IoL23eRnUfAwnOTsbTLVp,Dani King,,,,,35.0,2048.0,12.0,,0
20095,0EUS2GCNc8aaVG2ABpvF8V,유제이,,,,,15.0,468.0,11.0,,1
20096,1bDXdxSg3Ve7V7f3bteIyk,Dreamers Delight,future bass,vapor soul,vapor twitch,,46.0,24263.0,2.0,,0
20097,69vj6050KD8etL7ibI0kzg,Mighty Real,,,,,9.0,289.0,8.0,,9
20098,7qFa5wU1h7319OpI33qnxc,Hennessy,,,,,15.0,233.0,2.0,,3
20099,2BJzRLleDH2jTAArbI4Xod,The Haunted Youth,belgian indie,,,,39.0,9333.0,3.0,,34
20100,55Mv9PuCTRfExD5y0l4Hg1,"Gösta ""Snoddas"" Nordgren",vintage swedish pop,,,,23.0,1750.0,1.0,,18
20101,02FT4qRWquTbmIJSSSp5c8,The Boogie Kings,swamp pop,,,,21.0,1330.0,1.0,,5
20102,3V0ZQW0dNuVaFtbVYgSI24,Claire Rosinkranz,indie pop,modern indie pop,pop,,64.0,319212.0,13.0,,0
20103,3eVa5w3URK5duf6eyVDbu9,ROSÉ,k-pop,,,,64.0,3263391.0,19.0,,1
20104,5nFFSwxKDNlZyHEYl48YTd,Nick Strand,,,,,43.0,2899.0,7.0,,0
20105,5BmVxdltuGK9CqZVaiUEKy,clide,uk pop,,,,48.0,16795.0,3.0,,0
20106,7kANMNctYR16urrVo7GTSR,Deaf Kev,gaming edm,,,,46.0,56033.0,18.0,,0
20107,0c2kLTUTikqUpkRjJOerzf,Mashti,organic electronic,,,,38.0,6052.0,2.0,,9
20108,3lFDsTyYNPQc8WzJExnQWn,Sammy Rae & The Friends,indie pop,nyc pop,,,55.0,116881.0,2.0,,5
20109,46eYlws2VfnJJsyPk4cP7o,Hino,,,,,16.0,30.0,12.0,Pop sôi động Flop,3
20110,4uIg6P1FAFq4wL3x5LevkO,UJI,,,,,4.0,45.0,8.0,,1
20111,2aXakdjoSnkQLtvDu2ReBT,Jennie,,,,,3.0,19.0,3.0,,34
20112,5D2pVmcsajqTCO3czYdzrF,PaperRoute Woo,memphis hip hop,,,,44.0,3007.0,3.0,,2
20113,72ltK39qT3DgtiCZgOAaGs,SNUPE BANDZ,,,,,47.0,6244.0,3.0,,2
20114,3LbBKYlyMaATS8IIe7HJ0d,Hoàng Duyên,,,,,47.0,37962.0,18.0,V-pop Mainstream,3
20115,0YSsfJwp1QIfMDjegp1vGC,Soul Theory,,,,,9.0,639.0,8.0,,13
20116,3YGQcI92cOYtFdYLHhTpax,Xd,covertronica,lithuanian edm,,,45.0,3540.0,13.0,,0
20117,3L7JnVovGbYSUmRyqhXMYO,Fairlane,future bass,melodic dubstep,pop dance,pop edm,48.0,26834.0,10.0,,0
20118,2z8rTiRTPRUnPWTsj6aUaA,Psych Ward Druggies,,,,,19.0,1423.0,4.0,,2
20119,2mvAbMVwkxiZWJXjorKpdK,Amorphous,,,,,53.0,13666.0,10.0,,2
20120,3A63dHvKuavknOcvWVgZA9,Ron Suno,bronx drill,new york drill,,,57.0,148819.0,1.0,,2
20121,61tejfWKN7cCcfZJCcr4gF,Foxx-A-Mill,baton rouge rap,deep southern trap,,,9.0,8135.0,4.0,,2
20122,6VxR3Oho1MHdRM37CA8S9s,Quietus Khan,,,,,1.0,423.0,1.0,,2
20123,50nO5ayfr3HKGM19l7vsO6,Namchan,,,,,3.0,8.0,0.0,,3
20124,1kA4MxUywBqlFRiWiZOicI,Dyin' 2 Live,,,,,0.0,41.0,3.0,,15
20125,2Gqm7yhAbk4RYHefVHFMPL,Edo. G,alternative hip hop,boom bap,boston hip hop,hardcore hip hop,32.0,24850.0,7.0,,2
20126,6kDgFJyW262AOX1WCqqfYL,Young Crayze,,,,,0.0,9.0,1.0,,15
20127,7yNg8XgsUeMdpgFxr3g8qk,Ballin' A$$ Dame,,,,,8.0,741.0,6.0,,15
20128,53ziPuDbkhQb8cwXR4Pr2E,DJ Nobody,,,,,0.0,98.0,2.0,,2
20129,4OTY7DIeLzpeQCopOBbMX7,SpideyBoy,,,,,21.0,22.0,0.0,,3
20130,3i9PBscFxiJSt6EjZlstL1,Kayleb,,,,,6.0,1176.0,1.0,,15
20131,6cD1zJeAQNnb7VzvALj5LJ,Njs,,,,,0.0,41.0,2.0,,6
20132,4K8sRDVnJU1XVOh8Vjxu36,Apollo The Great,,,,,14.0,529.0,4.0,,2
20133,0BGA4Q542InNXp2xd6iTvu,Emerg McVay,,,,,0.0,105.0,3.0,,2
20134,2D4OfySNKCI6cXRJIr61UL,Dead Man Talking,san diego rap,,,,1.0,519.0,6.0,,15
20135,7ej0CDyd1yO5Y7KSKqdGPA,Natas,,,,,22.0,11602.0,6.0,,2
20136,01k9UGl8F5P7HLnmY4zfEg,QT,,,,,2.0,40.0,3.0,,0
20137,60yORhTz6jtGBmTiFn1lct,Carly D,,,,,0.0,60.0,2.0,,9
20138,6atrA9ysSgjJXw8NZH0vjZ,The Grouch & Eligh,abstract hip hop,alternative hip hop,underground rap,,32.0,31086.0,8.0,,2
20139,34aOjc1FQl1ze4xoQXkPBR,Young Hootie,,,,,11.0,169.0,1.0,,15
20140,5tIqT7F0JTQSq4Zgbo9eCc,Mina Phan,,,,,0.0,20.0,0.0,,3
20141,6GVkAzVddshjygIYNMRfQj,Megabusive w/ Awkward,,,,,0.0,26.0,1.0,,2
20142,2E78kTKamtXgdRkK1jrc0f,Sage Francis,abstract hip hop,alternative hip hop,conscious hip hop,rhode island rap,37.0,95420.0,3.0,,2
20143,2hmtzacvzvV2lFNZOao0yP,Natomas Slimm,,,,,8.0,1605.0,2.0,,15
20144,3QJUFtGBGL05vo0kCJZsmT,salem ilese,modern indie pop,,,,66.0,274973.0,12.0,,0
20145,5iAPCjSi4nSilRkS9580fj,GMO,progressive psytrance,,,,24.0,1497.0,5.0,,9
20146,2Gi4Yg9GmrWDJfZRKoyIp5,Anonymous That Dude,,,,,15.0,1482.0,11.0,,15
20147,1fFZpf4YEuFQleLqmhHhfq,Nathan Michel,glitch pop,,,,0.0,121.0,2.0,,9
20148,0GPqspWpvbvmfARaIlRKft,Blanco Balling,,,,,28.0,1876.0,7.0,,15
20149,3BxsweDMcgp9gNWmG40u6f,Huddy,social media pop,,,,59.0,354268.0,6.0,,2
20150,0heBqKdRg0LAlwf0T0Whx7,Da Stooie Bros.,,,,,6.0,127.0,6.0,,31
20151,5OXDdEzNIeja6RbbJJlFmg,Razko Locz,,,,,2.0,76.0,4.0,,15
20152,2XH1sDAtO4ZqslKGfQynr3,Rammellzee,afrofuturism,,,,19.0,1665.0,3.0,,2
20153,1XplrA4Q9dPFcayYbJqX6K,nilu,,,,,48.0,17134.0,12.0,,7
20154,1ZN1c1qWEGZNX1pGeKCPpf,Billy Strings,jam band,jamgrass,,,58.0,232922.0,4.0,,7
20155,2uzaOMszD2lvSWPKjaYaTq,V Don,boom bap,underground hip hop,,,40.0,15581.0,6.0,,2
20156,38HFp5OVCJTRO3GqFiOKdr,Young Trav,chicano rap,,,,22.0,13089.0,10.0,,31
20157,3VBZBLX807XsYkBcZqEGn4,Fisherman,k-indie,,,,32.0,3356.0,10.0,,1
20158,1UycjQodgAszLtJ9dC8uYR,Siha 시하,,,,,22.0,317.0,15.0,,1
20159,2T5KKZuEEudb7alCJ1pCus,데이먼스 이어 Damons year,k-indie,korean ost,,,39.0,14917.0,13.0,,1
20160,5SzVYEyNf4qvMBoRMh8nBr,Hey Joon 해이준,,,,,8.0,56.0,2.0,,8
20161,14eB522leOXARuY6M8Gxcz,KOYO,,,,,22.0,1065.0,13.0,,1
20162,6C90qwntmfkpNXoEj7qMJp,Anandelight,,,,,35.0,4017.0,14.0,,1
20163,5SkCZXyRQxw5ZLWAH5r4UJ,Yoon Jiyoung,k-indie,,,,28.0,12845.0,11.0,,1
