Unnamed: 0,st_id,st_name,st_genre1,st_genre2,st_genre3,st_genre4,popularity,followers,related_found,artist_group,index_community
0,1mZMrngksK45xA6GYOpxPt,Quách Tuấn Du,vinahouse,,,,28.0,1796.0,16.0,Pop 9x Sến,10
1,5DAaYZo49kJJcvhzZ65waV,Duyên Anh Idol,,,,,0.0,4.0,0.0,Pop Ballad Flop,3
2,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,alternative metal,nu metal,post-grunge,rap metal,83.0,21741367.0,17.0,,14
3,4M6Z1wubeKtwPqbjJygTOc,Shontelle,barbadian pop,dance pop,hip pop,post-teen pop,57.0,640909.0,16.0,,6
4,6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,dance pop,girl group,pop,post-teen pop,68.0,5212917.0,19.0,,6
5,1uQ8BQhLtGMfK8PS3UAdNX,Suh Young Eun,,,,,21.0,748.0,14.0,,1
6,7iGWE6DvwRabk2DIgbTJ1n,Tuấn Ngọc,vietnamese pop,,,,33.0,97064.0,18.0,,10
7,3l0MJ9LCiBlMyOMaz485Q5,Baek Ji Young,k-pop,korean pop,,,47.0,133861.0,19.0,,1
8,0hRHbwZ0xSwfVHl4FTv7jq,Gummy,k-pop,korean pop,,,51.0,283406.0,20.0,,1
9,1XNC9ksvgXeD1xRJruSA5t,K.Will,k-pop,korean pop,,,49.0,333726.0,20.0,,1
10,4ht0wODL01ELRxlDYvsFad,Đàm Vĩnh Hưng,v-pop,vietnamese bolero,,,34.0,78312.0,19.0,,10
11,6gzXCdfYfFe5XKhPKkYqxV,SUPER JUNIOR,k-pop,k-pop boy group,,,61.0,2255855.0,20.0,,1
12,4dpARuHxo51G3z768sgnrY,Adele,british soul,pop,pop soul,uk pop,84.0,42406012.0,20.0,,6
13,5jLwURKdEPDvuYnac74s9c,Alesha Dixon,europop,uk pop,,,43.0,234978.0,12.0,,6
14,5dTYaRzOn4rXGBLH052EeQ,A Fine Frenzy,acoustic pop,indie pop,lilith,neo mellow,45.0,264657.0,14.0,,6
15,0urTpYCsixqZwgNTkPJOJ4,Aaliyah,contemporary r&b,dance pop,hip pop,neo soul,66.0,3429004.0,18.0,,6
16,5338fdSzGNOFD4cxAxDTeq,Aaron Carter,europop,post-teen pop,,,44.0,278565.0,14.0,,6
17,0C1KLj4tJZ6rBGgPNEDg8U,Emi Fujita,audiophile vocal,,,,31.0,10286.0,6.0,,5
18,2MgeW2T979JpySoUptfZju,Khanh Ha,vietnamese pop,,,,26.0,26236.0,19.0,,10
19,2VUAd7F7SCWs7gYMGAQVxK,Cao Thai Son,v-pop,,,,28.0,117100.0,20.0,V-pop Mainstream,3
20,5L4EafeXwZ0stGuPtGr5Tz,Rain,classic k-pop,,,,48.0,105786.0,18.0,,1
21,3LVqjXvcYbwMZc4vt4wKpM,Bức Tường,indie viet,mainland se asia metal,rock viet,,24.0,11656.0,13.0,,3
22,0gbeh1a6jor3A3vyJFVJxm,Hồng Ngọc,,,,,21.0,2225.0,19.0,Pop 9x thị trường,10
23,6svgWuCwU8y127rJRPTWcI,Khánh Linh,v-pop,,,,18.0,7186.0,12.0,Pop Mainstream Vocal,10
24,51JbNPIS9UmDvj6sTZD2Jt,Khánh Ngọc,,,,,20.0,88.0,10.0,Pop 9x Sến,3
25,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,barbadian pop,dance pop,pop,urban contemporary,87.0,50115670.0,20.0,,0
26,4vRSocKbGh7PsQrYRDVMEF,Lindsay Lohan,dance pop,post-teen pop,,,46.0,932894.0,17.0,,6
27,0IMvyEWySP665zddlejaSm,Quang Vinh,v-pop,,,,28.0,42591.0,20.0,Pop 9x thị trường,3
28,6tbjWDEIzxoDsBA1FuhfPW,Madonna,dance pop,pop,,,77.0,6350537.0,18.0,,4
29,74XFHRwlV6OrjEM0A2NCMF,Paramore,candy pop,pixie,pop emo,pop punk,76.0,7109045.0,16.0,,14
30,2lWShxOL8iTlI0pmtVKvEh,S.H.E,mandopop,taiwan idol pop,taiwan pop,,53.0,524873.0,4.0,,21
31,1ZeXaaoO3JGlSVQMGznrWd,F4,,,,,10.0,712.0,2.0,,21
32,5YneEA2nLtAhkD5t2769lZ,Ikimonogakari,anime,j-pop,j-poprock,,60.0,1103756.0,14.0,,12
33,5XcfMxmHUiyxc1Q283Nmxj,Đan Trường,v-pop,,,,31.0,52164.0,19.0,Pop 9x thị trường,10
34,6I3M904Y9IwgDjrQ9pANiB,Kenny G,smooth jazz,smooth saxophone,,,62.0,914458.0,14.0,,5
35,26dSoYclwsYLMAKD3tpOr4,Britney Spears,dance pop,pop,,,81.0,11320335.0,20.0,,6
36,6vWDO969PvNqNYHIOW5v0m,Beyoncé,dance pop,pop,r&b,,88.0,32163422.0,18.0,,6
37,2S9W9aSAd7e5mp8WqWxN2h,Hilary Duff,dance pop,pop,post-teen pop,,57.0,2153199.0,17.0,,6
38,4x3GOic9xXFOoOBrEMuvN9,Mai Kuraki,japanese singer-songwriter,,,,46.0,58013.0,8.0,,12
39,1XYuC1vxinTjHCNd5clB8C,ARASHI,j-pop,,,,64.0,1881100.0,11.0,,12
40,57ALvbCBaCkNlgTOSiUPdT,Aaron Neville,soul,,,,55.0,103888.0,16.0,,4
41,4XwKU420OWVk38vz1KvH3M,Aaron Tippin,country,country road,country rock,redneck,50.0,529286.0,9.0,,19
42,6prmLEyn4LfHlD9NnXWlf7,Adam Lambert,dance pop,idol,post-teen pop,,61.0,1363604.0,18.0,,6
43,4bYPcJP5jwMhSivRcqie2n,Adam Levine,deep talent show,neo mellow,,,72.0,963975.0,13.0,,6
44,0z4gvV4rjIZ9wHck67ucSV,Akon,dance pop,,,,80.0,3357750.0,20.0,,2
45,3dkbV4qihUeMsqN4vBGg93,Al Green,classic soul,funk,memphis soul,quiet storm,64.0,1692515.0,17.0,,4
46,3YR92OLKlvkK5oKNekSqXe,Al Jarreau,adult standards,smooth jazz,soft rock,yacht rock,53.0,333336.0,12.0,,5
47,4mxWe1mtYIYfP040G38yvS,Alan Jackson,contemporary country,country,country road,,72.0,2077380.0,15.0,,19
48,34E3csCxpXunPGEkOVVX2g,Albert Hammond,bubblegum pop,classic uk pop,folk rock,rock of gibraltar,53.0,102779.0,12.0,,4
49,4F5jaYapI8RtTpqwaYs4IF,Lệ Quyên,v-pop,vietnamese bolero,vietnamese pop,,43.0,394503.0,20.0,,10
50,5sXudh7NFkU6fjQL6BQOj0,Cẩm Ly,v-pop,vietnamese bolero,vietnamese pop,,31.0,114237.0,19.0,,10
51,5WBO8UyOuJ1l7ZBqqBimpO,YUI,j-pop,j-poprock,,,56.0,409768.0,16.0,,12
52,7jXoGtR69J2iYCefc58MZX,Twins,c-pop,cantopop,,,45.0,92415.0,1.0,,21
53,6YdeJQN8W4lJO8afHzUhFq,Thanh Thảo,,,,,20.0,2283.0,19.0,Pop 9x thị trường,3
54,3EP4RX5LSuwDVy4mDeF1rl,Hồ Quỳnh Hương,v-pop,vietnamese pop,,,28.0,144490.0,20.0,Pop 9x thị trường,3
55,14T8NkbwXVZgbOvwnuGV89,GReeeeN,j-pop,j-pop boy group,j-poprock,j-rock,60.0,1997451.0,15.0,,12
56,04q6GxPQU1OTqHGrUxeufd,Joe Inoue,j-poprock,otacore,,,42.0,17141.0,13.0,,12
57,6zGmypGQUBXD4ZC9EbfMme,EXILE,j-pop,j-pop boy group,,,57.0,855087.0,10.0,,12
58,4mzMFxVZNS2uCVNdsVFoj5,Thu Minh,v-pop,vietnamese pop,,,24.0,32165.0,20.0,Pop 9x thị trường,3
59,5HQAzIHOdemXR2DoevwhjT,KAT-TUN,j-pop boy group,,,,36.0,75144.0,14.0,,12
60,1Z0sSjjlCFNG4WvU0DUG8t,Lia,anime,,,,28.0,12672.0,7.0,,12
61,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,alternative metal,nu metal,pop rock,post-grunge,69.0,3795018.0,11.0,,6
62,0Je74SitssvJg1w4Ra2EK7,4 Non Blondes,new wave pop,pop rock,,,63.0,394698.0,11.0,,6
63,3q7HBObVc0L8jNeTe5Gofh,50 Cent,east coast hip hop,gangster rap,hip hop,pop rap,82.0,9408208.0,17.0,,2
64,6kvN5e0vPFKf6Ra4BrINU4,misono,j-idol,,,,23.0,8349.0,11.0,,12
65,19I4tYiChJoxEO5EuviXpz,AFI,alternative metal,emo,nu metal,pop punk,61.0,795597.0,9.0,,14
66,0uAjBatvB4ubpd4kCfjmNt,A Flock Of Seagulls,new romantic,new wave,new wave pop,synthpop,57.0,503820.0,7.0,,4
67,0nrcqEG1EEnOwpAfIv0UIb,A Static Lullaby,metalcore,post-hardcore,screamo,,37.0,77829.0,2.0,,14
68,09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,alternative hip hop,conscious hip hop,east coast hip hop,gangster rap,66.0,1746992.0,11.0,,2
69,5JrfgZAgqAMywJpLpJM0eS,H.O.T.,classic k-pop,k-pop,,,37.0,43628.0,19.0,,1
70,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,piano rock,pop,pop rock,,85.0,14205903.0,20.0,,0
71,7ipVXXpv9fU7FCNxIYXTbl,H-Eugene,,,,,6.0,105.0,10.0,,1
72,2t2XKfWKLXpFIjFwy1K8wx,Aaron Lewis,contemporary country,country,country road,outlaw country,61.0,708332.0,6.0,,19
73,0LcJLqbBmaGUft1e9Mm8HV,ABBA,europop,swedish pop,,,80.0,8752582.0,19.0,,4
74,711MCceyCBcFnzjGY4Q7Un,AC/DC,australian rock,hard rock,rock,,80.0,24380275.0,20.0,,4
75,4zCbNayYzorqdzd9mPrghW,Acceptance,christian alternative rock,dreamo,emo,neon pop punk,41.0,59109.0,6.0,,14
76,3HqSLMAZ3g3d5poNaI7GOU,IU,k-pop,,,,71.0,7376484.0,20.0,,1
77,01iyQzyns6Ab0LxjYvHcg9,Jewelry,classic k-pop,k-pop,,,19.0,7974.0,16.0,,1
78,3n4ersmDo55xV4fPSCKpXb,Adema,alternative metal,industrial metal,nu metal,post-grunge,45.0,249412.0,6.0,,14
79,7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,album rock,classic rock,hard rock,rock,75.0,12571357.0,18.0,,4
80,165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,alternative metal,funk metal,nu metal,rap metal,73.0,4755473.0,11.0,,14
81,6Sz9jchJpz8HyBTtkPvYDT,Khanh Phuong,v-pop,,,,30.0,143072.0,20.0,Pop 9x Sến,3
82,5gxYs21La8IcjUoMoSPwCN,Lâm Chấn Huy,,,,,18.0,9703.0,16.0,Pop 9x Sến,3
83,55yAFZYGqQ6Oy5i85txF2u,Lâm Hùng,,,,,22.0,10523.0,17.0,,3
84,02rLqQfWp5cmZYBShP1Fu5,Lâm Nhật Tiến,,,,,29.0,4037.0,18.0,,10
85,5tPrBvEiBBbSyMFz2u2ZMi,Lam Truong,v-pop,vietnamese pop,,,31.0,122770.0,20.0,Pop 9x thị trường,3
86,4sOvsEM0ooH149joyEm7Wg,Lê Hiếu,v-pop,,,,37.0,140899.0,20.0,,3
87,33qeczxHwDRybWmW1vI2Nu,Nino,dutch rap pop,,,,34.0,7689.0,6.0,,33
88,3jdzcmtw5XOmOkSb2mRDtr,T.M.Revolution,anime,classic j-pop,j-pop,j-poprock,50.0,302288.0,11.0,,12
89,24C7uNrWX2Iidb6X63vTGz,A-do,mandopop,singaporean mandopop,singaporean pop,taiwan pop,45.0,50553.0,2.0,,21
90,4zRG1PU5uAC6ah9yeuxfFi,Khởi My,v-pop,,,,28.0,16190.0,18.0,,3
91,7JpgJSzLFVxFcMIRUhq7vV,Lương Bích Hữu,v-pop,vinahouse,,,31.0,9366.0,20.0,,3
92,3O2B9tOvAuttGQSOlRvszy,Lưu Hương Giang,,,,,15.0,90.0,16.0,,3
93,3cOksS0L23DEPJd3JwMuVs,Utada,,,,,42.0,83776.0,11.0,,12
94,4BmWSGKG6HiYvLuJvZ9afa,Namie Amuro,classic j-pop,j-pop,okinawan pop,,59.0,1226079.0,12.0,,12
95,3cPXzpTSrOM1VJFm6Gwaym,Melody,,,,,19.0,64.0,5.0,,17
96,4awZsyevkX7tP6nu1rFvUq,Nami Tamaki,anime,j-poprock,,,38.0,34777.0,13.0,,12
97,3uyDATzOGjbGCts7v2eszk,MISIA,j-pop,,,,55.0,1362380.0,15.0,,12
98,2nVXKyk0tpwNNdD8BBcqvH,Mayumi Itsuwa,japanese singer-songwriter,kayokyoku,,,38.0,26675.0,4.0,,12
99,0yKgtrXFlFG2rbA5vamkC5,Yuna Ito,classic j-pop,,,,39.0,99739.0,11.0,,12
100,3Meu28o8P5z9Zjm6NTGihT,Agalloch,atmospheric black metal,atmospheric doom,black metal,blackgaze,39.0,137643.0,5.0,,14
101,3Mvc8kRgr8LRYYgvFmlZqn,Ayumi Hamasaki,classic j-pop,eurobeat,j-pop,,56.0,719919.0,13.0,,12
102,4xXCRXOfQKQ2gjWxNhNzYW,Air Supply,mellow gold,soft rock,,,67.0,3368430.0,17.0,,4
103,6urzdpGY5yUimWZsgJUoTb,Airbourne,album rock,glam metal,hard rock,metal,61.0,678972.0,9.0,,4
104,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,alternative metal,pop punk,,,65.0,2270175.0,14.0,,14
105,2m62cc253Xvd9qYQ8d2X3d,The Alan Parsons Project,album rock,art rock,classic rock,progressive rock,61.0,1197766.0,9.0,,4
106,6ogn9necmbUdCppmNnGOdi,Alanis Morissette,canadian pop,canadian singer-songwriter,pop rock,singer-songwriter,67.0,2330262.0,17.0,,6
107,6ZpGx2dxN7Wjv7DVwjcdDC,3 Con Mèo,,,,,1.0,32.0,20.0,Pop 9x thị trường,10
108,1oGiVaqkKzc2TW7RQww1EZ,5 Dong Ke,,,,,0.0,406.0,16.0,Pop 9x nhạc sang,10
109,4OzO6OUa1Q96O9J8tsODT6,AC&M,,,,,4.0,804.0,20.0,,10
110,2Toc6VK22Fh0kV09xFF60J,Akira Phan,v-pop,,,,29.0,85684.0,20.0,Pop 9x Sến,3
111,177bhZzp0omJzqXbXDsJcl,Anh Thơ,,,,,26.0,11597.0,16.0,,10
112,1kmhF20mIP9JeVer1HpkXz,Ánh Tuyết,,,,,10.0,1226.0,18.0,,10
113,0KWdVd7ZYhtlm0CLHIFBya,Bằng Kiều,v-pop,vietnamese pop,,,45.0,422707.0,20.0,Pop 9x nhạc sang,10
114,0pOtP6jMG4IXacNYJIGTAe,Bảo Yến,vietnamese bolero,vietnamese pop,,,28.0,40619.0,19.0,,10
115,01wau5CL3Z1vfJJWkzBkqg,AKB48,48g,j-idol,j-pop,j-pop girl group,54.0,384745.0,9.0,,12
116,07wkA1PSnyfE7GcxKzf8sX,Abingdon Boys School,j-metal,j-poprock,oshare kei,,36.0,56986.0,14.0,,12
117,7if7UQ2RpiPgIvUkgomgR7,Angela Aki,j-pop,japanese singer-songwriter,,,40.0,108171.0,10.0,,12
118,0aD7NQx7yauKlVDnqOxk6q,AI,j-pop,,,,52.0,699883.0,14.0,,12
119,6TDMbiQCWeMClsMr9ORLRK,aiko,j-pop,,,,56.0,451901.0,6.0,,12
120,6wkG867OmAfhxMkjhR1dWJ,Alan,romanian rap,,,,29.0,6839.0,4.0,,11
121,7Hf9AwMO37bSdxHb0FBGmO,Alejandra Guzman,latin arena pop,latin pop,mexican pop,ranchera,67.0,3102106.0,7.0,,11
122,6sq1yF0OZEWA4xoXVKW1L9,Alejandro Fernández,latin arena pop,latin pop,mariachi,mexican pop,76.0,6014793.0,10.0,,11
123,1fnDlUNi67FQtHHqBl4Yfg,Alesana,metalcore,north carolina emo,screamo,,49.0,387655.0,3.0,,14
124,3OpqU68JpZlzvjAJj3B2Da,Alestorm,british power metal,comic,comic metal,metal,57.0,550644.0,11.0,,14
125,6yZoNdsPrYLviaEOOzbZt8,Alexandra Burke,dance pop,europop,post-teen pop,talent show,52.0,454035.0,18.0,,6
126,1qma7XhwZotCAucL7NHVLY,Mr.Children,classic j-pop,j-pop,j-rock,,64.0,2685234.0,13.0,,12
127,5dLUUj5dr2Ao0VpWKVf6Cg,Ali Vegas,nyc rap,queens hip hop,,,16.0,6168.0,7.0,,2
128,3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,album rock,classic rock,detroit rock,glam metal,63.0,3133510.0,16.0,,4
129,2tbvDi9eXf9XXp06LupkED,Alice Deejay,eurodance,europop,,,58.0,106617.0,5.0,,0
130,64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,alternative metal,alternative rock,grunge,hard rock,71.0,4122193.0,6.0,,4
131,3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,hip pop,neo soul,pop,r&b,77.0,9968008.0,19.0,,6
132,6TZdvF1kFzwnQLgHQynzsO,Alien Ant Farm,alternative metal,funk metal,nu metal,post-grunge,60.0,736008.0,8.0,,14
133,6tl1VDtemwax4iIKxqekK1,Tomoyo Harada,shibuya-kei,,,,38.0,62471.0,3.0,,12
134,2qyEw72uyaU4SSPho6pyRp,Lương Bằng Quang,,,,,14.0,302.0,17.0,Pop 2000,3
135,6p7iFdv6Wn9iaS7AwVLvod,Nana Mouskouri,operatic pop,,,,52.0,242008.0,12.0,,17
136,4WEuwyjjRCgqrUtWPPF1wk,Trường Vũ,,,,,4.0,58.0,13.0,,10
137,67Zp4c0sPR4ShrDpTfoRlm,Chế Phong,,,,,1.0,152.0,12.0,,10
138,5kG9gxVkkdrskVLhfblCjT,Thanh Lam,v-pop,vietnamese pop,,,32.0,32538.0,19.0,Pop 9x nhạc sang,10
139,6MddNz1oXWvuY1ZWrsRqQF,Phi Nhung,vietnamese bolero,vietnamese pop,,,33.0,67296.0,19.0,,10
140,1CWwyDPjCowRTO4p6A7r6g,Mỹ Tâm,v-pop,vietnamese singer-songwriter,,,49.0,1942501.0,20.0,Pop 9x thị trường,3
141,5J6L7N6B4nI1M5cwa29mQG,Alison Krauss,bluegrass,folk,lilith,progressive bluegrass,61.0,319176.0,8.0,,19
142,0s0rOb0gT2S9N0SDcjtPC4,Alison Moyet,classic uk pop,mellow gold,new romantic,new wave,50.0,396290.0,14.0,,4
143,53deL58uye6fCqRK4COtR4,Alizée,,,,,50.0,177291.0,12.0,,17
144,5SnaL8SsjGMHQNyqpa8Zos,2am,k-pop,korean pop,,,42.0,198074.0,20.0,,1
145,5iRPbkcPmqAFFwDUj6ywVS,2PM,k-pop,k-pop boy group,,,52.0,696616.0,20.0,,1
146,1Pr9gT0veB2tgcisQeIGoC,Beast,k-pop,k-pop boy group,,,50.0,447516.0,20.0,,1
147,4Kxlr1PRlDKEB0ekOCyHgX,BIGBANG,k-pop,k-pop boy group,,,65.0,4891075.0,20.0,,1
148,46gyXjRIvN1NL1eCB8GBxo,All Time Low,modern rock,pop punk,rock,,69.0,2831061.0,8.0,,14
149,6cdC1cwqh3eJAXaxXJt2jv,4Minute,k-pop,k-pop girl group,,,50.0,1040453.0,20.0,,1
150,4HyBLptfM7nZhrcss4if7x,Ung Hoang Phuc,v-pop,,,,38.0,193964.0,20.0,,3
151,1l0mKo96Jh9HVYONcRl3Yp,2NE1,dance pop,k-pop,k-pop girl group,,57.0,2247541.0,20.0,,1
152,1loWI8jVk9btgJXHgqHXPD,After School,k-pop,k-pop girl group,,,43.0,301821.0,20.0,,1
153,48E5csclQ92SrzSRQmEeC4,Allison Iraheta,idol,post-teen pop,,,28.0,22278.0,9.0,,6
154,4VSeuUbWJonXU8HiCoTIOT,Viet Hoan,,,,,16.0,1413.0,15.0,,10
155,18IwGkcIzn689YpIkzEKZj,Bada,,,,,22.0,3936.0,11.0,,1
156,1pQZQEXm8NkmHQqM38ggLS,Trọng Tấn,,,,,26.0,10310.0,16.0,,10
157,6mdfYDYFMAJwqiWD2KQai8,The Allman Brothers Band,,,,,0.0,17.0,12.0,,4
158,5jTtGLk1mGFMY5lQOvJYUj,bôa,indie pop,,,,62.0,223510.0,0.0,,1
159,0xliTEbFfy5HQHvsTknTkX,Alphaville,europop,new romantic,new wave,new wave pop,63.0,639886.0,10.0,,4
160,4DWX7u8BV0vZIQSpJQQDWU,Alter Bridge,alternative metal,nu metal,post-grunge,rock,61.0,965947.0,6.0,,14
161,0Xkd9GsWwOYETVF0kPXZIG,Amanda Lear,disco,hi-nrg,,,37.0,42987.0,9.0,,4
162,6O7LgtO6NKOOOudzRayUfJ,Brown Eyes,k-rock,,,,35.0,49650.0,18.0,,1
163,2GEPtT5RDxrmdi0A4mbDi7,Brown Eyed Girls,k-pop,k-pop girl group,,,42.0,237945.0,20.0,,1
164,19kOPwmLGmRpllI9j6TrHr,Big Mama,,,,,0.0,0.0,0.0,,1
165,6dCz3spfpIvqqqsIoP6wXi,CNBLUE,k-pop,k-pop boy group,,,48.0,664928.0,20.0,,1
166,0akZcna6MlOPRo0reVTaPr,Clazziquai,k-indie,,,,34.0,47619.0,14.0,,1
167,4PJYiCyV7PAWHI5fZLpyRo,Hot Potato,k-rock,,,,25.0,7573.0,12.0,,1
168,6JTiPLdbZD2e0tDsN15U1s,Đông Nhi,v-pop,,,,40.0,283241.0,19.0,V-pop Mainstream,3
169,4z6yrDz5GfKXkeQZjOaZdq,DAVICHI,k-pop,korean pop,,,56.0,683698.0,19.0,,1
170,5q98qLG6fV1rRb3jGRHDBu,Lý Hải,,,,,21.0,12083.0,18.0,Pop 9x Sến,3
171,18vmPKrKuO3whqA8z1UOL9,Luu Bich,v-pop,vietnamese pop,,,30.0,12077.0,19.0,,10
172,3KTUDQL8OV9Sv6mvLJpS5W,Mạnh Quỳnh,vietnamese bolero,,,,30.0,7738.0,16.0,,10
173,0K7K6pYpNBSlzeDx9vPVMB,Minh Hang,v-pop,,,,15.0,4924.0,20.0,,3
174,2wjsoWglhKBQVfjUGdth1y,Minh Tuyết,v-pop,vietnamese pop,,,39.0,78963.0,19.0,,10
175,7cmcZaAbbTZIKiqIBJ2ycu,Mỹ Linh,v-pop,vietnamese pop,,,29.0,56911.0,20.0,Pop 9x nhạc sang,10
176,6mBgyEAtTJvNUpliO1Jnba,Ngoc Anh,vietnamese pop,,,,26.0,18231.0,18.0,,10
177,3POwJ3Emz9XTuljJmil7Sj,Anh Tu,v-pop,vietnamese pop,,,27.0,2786.0,20.0,Pop sến loại 1,10
178,5DqmNLPM1kAbSBQk2FMm6b,Amanda Perez,hip pop,pop r&b,r&b,urban contemporary,44.0,439265.0,14.0,,6
179,4DPEUF2kY7kVrbXX4Zgu7S,Bảo Thy,v-pop,,,,29.0,150770.0,20.0,V-pop Mainstream,3
180,3jE3omiMICzqSeXFzLaPxH,Amaseffer,israeli metal,oriental metal,,,12.0,4160.0,7.0,,14
181,4hVcxmC7igpot32EzQf7IR,Amel Larrieux,neo soul,r&b,urban contemporary,,42.0,249576.0,5.0,,6
182,3pulcT2wt7FEG10lQlqDJL,Amon Amarth,death metal,melodic death metal,metal,power metal,62.0,926686.0,10.0,,14
183,0QrowybipCKUDnq5y10PD2,Amos Lee,acoustic pop,indie folk,neo mellow,pop rock,61.0,439225.0,8.0,,7
184,0fGVuq5ed21pM7iWwTcMyk,Amy Lee,,,,,55.0,364944.0,6.0,,14
185,1hJuGCUpefX24GFmss9bjH,Amy Macdonald,scottish singer-songwriter,,,,61.0,431106.0,11.0,,6
186,6Q192DXotxtaysaqNPy5yR,Amy Winehouse,british soul,indie r&b,neo soul,,74.0,8042961.0,16.0,,6
187,24Wn81dwdDeTCuB1BWGoVJ,Hồ Ngọc Hà,v-pop,,,,37.0,438016.0,20.0,V-pop Mainstream,3
188,3FwYnbtGNt8hJfjNuOfpeG,Ha Anh Tuan,v-pop,,,,47.0,782586.0,20.0,Pop Mainstream Vocal,3
189,6xQUSqDu9uizDib9Ww47yO,Hien Thuc,v-pop,vietnamese pop,,,28.0,54941.0,20.0,Pop 9x thị trường,3
190,5MibVKlWvof8lLAkOaaDmi,Hong Nhung,v-pop,vietnamese pop,,,29.0,88303.0,19.0,Pop 9x nhạc sang,10
191,0DxYes5zk3LMaliyhYdXHN,Tran Thu Ha,v-pop,vietnamese pop,vietnamese singer-songwriter,,29.0,90063.0,19.0,Pop 9x nhạc sang,10
192,0dIO7QytdTjDlQC3khV1kZ,Huy MC,,,,,9.0,13.0,16.0,,10
193,5T7yMTFnqRmP6glD2fukyj,Nhat Trung,,,,,6.0,119.0,12.0,,10
194,1B7UBrvbrrnvNswHL2AUHN,Van Quynh,,,,,24.0,1104.0,20.0,,10
195,6E2yG0gZpABtPZcZwqHkgq,Nguyen Hong Nhung,vietnamese pop,,,,23.0,2258.0,17.0,Pop sến loại 1,10
196,4vs2AkDv5UQwDYmwr9CkT6,Thanh Ha,,,,,34.0,14506.0,20.0,Pop 9x nhạc sang,10
197,1DOiJPXSa8eUgf0bTUeyn5,Thủy Tiên,,,,,20.0,14908.0,19.0,,10
198,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,latin hip hop,reggaeton,trap latino,,87.0,29540792.0,13.0,,11
199,4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,electro,filter house,,,80.0,8895069.0,8.0,,0
200,6HD2mo0Gz8wd8IbOXYwUfN,Daniel Merriweather,australian pop,,,,46.0,36434.0,13.0,,6
201,64wt8mWN95IlFYslRqIlMD,Daniel O'Donnell,irish country,irish folk,,,44.0,38993.0,5.0,,6
202,7xTcuBOIAAIGDOSvwYFPzk,Daniel Powter,canadian pop,neo mellow,pop rock,,59.0,237054.0,13.0,,6
203,6WiANXryTQJOTCM3z8jENM,December,korean pop,,,,29.0,6054.0,10.0,,1
204,5lT2Z4mvk3YMcy0P87Y8uZ,Hoàng Châu,,,,,17.0,1307.0,19.0,,10
205,5ShDv9XWXdA4k9xyrK1qjd,Huy Vũ,,,,,19.0,643.0,17.0,,10
206,2BT5812uC3XW9TukhlOfD0,Khánh Ly,v-pop,vietnamese bolero,vietnamese pop,,35.0,35846.0,19.0,,10
207,2zVedfIdQLsqDN0RgADAxc,La Suong Suong,,,,,2.0,127.0,20.0,Pop 2000 sến,10
208,4VL1sTExExYI5pKxFhuxxD,Lâm Thúy Vân,vietnamese pop,,,,29.0,3139.0,19.0,,10
209,58xYgoHiYkFAM4cNJCvuWE,Lệ Thủy,,,,,12.0,1242.0,8.0,,10
210,4HmgBcUQQrxZ9UgzoBW7RJ,Ngoc Son,vietnamese bolero,vietnamese pop,,,25.0,30055.0,17.0,,10
211,321nGTqkdRThE4nA5PUqp7,Nhu Loan,v-pop,vietnamese pop,,,29.0,9257.0,19.0,,10
212,0P8IEJrM7oUTK4WwdMKsvS,1TYM,classic k-pop,korean old school hip hop,,,25.0,7159.0,11.0,,1
213,033tY0EKEVdDtzoeEMMCJC,Phạm Quỳnh Anh,v-pop,,,,28.0,21327.0,16.0,Pop 2000,3
214,6fvwPdTHctaY65nhFeodrs,Phương Thanh,v-pop,,,,27.0,12016.0,19.0,Pop 9x thị trường,10
215,009DchB833vqAeN8v5zE4O,Tâm Đoan,vietnamese bolero,vietnamese pop,,,28.0,5250.0,17.0,,10
216,2kOGSFThgEzPEjL4fFB25w,Click-B,classic k-pop,k-rap,,,24.0,7433.0,15.0,,1
217,4u62XpS3Cqe0nqrDfmtUqv,Cool,,,,,22.0,141.0,0.0,,1
218,1MF797sg8WfxKRXELhlqtT,As One,classic k-pop,,,,28.0,5494.0,15.0,,1
219,5KPAddqEN2xZHp4jHxtpvP,Tuan Vu,vietnamese bolero,vietnamese pop,,,31.0,63047.0,17.0,,10
220,5snNHNlYT2UrtZo5HCJkiw,Epik High,k-pop,k-rap,korean old school hip hop,korean pop,55.0,630104.0,20.0,,1
221,3wRA5UYoo08BBKJnzyKkpF,f(x),k-pop,k-pop girl group,,,53.0,1186405.0,20.0,,1
222,6OqHoe06QuZrQaLONjeswV,Cattien,,,,,4.0,553.0,13.0,,10
