st_id,duplicates,st_name,st_genre1,st_genre2,st_genre3,st_genre4,popularity,followers,related_found,degree,in_degree,out_degree,level_popularity,community,artist_group,group,count
1mZMrngksK45xA6GYOpxPt,3.0,Quách Tuấn Du,vinahouse,,,,28.0,1796.0,16.0,218,160,58,16.0,4,Pop 9x Sến,5.0,565927.0
5DAaYZo49kJJcvhzZ65waV,1.0,Duyên Anh Idol,,,,,0.0,4.0,0.0,63,23,40,8.0,1,Pop Ballad Flop,7.0,11405.0
6XyY86QOPPrYVGvF9ch6wz,1.0,Linkin Park,alternative metal,nu metal,post-grunge,rap metal,83.0,21741367.0,17.0,63,14,49,40.0,14,,,12463.0
4M6Z1wubeKtwPqbjJygTOc,1.0,Shontelle,barbadian pop,dance pop,hip pop,post-teen pop,57.0,640909.0,16.0,51,35,16,24.0,3,,,133.0
6wPhSqRtPu1UhRCDX5yaDJ,1.0,The Pussycat Dolls,dance pop,girl group,pop,post-teen pop,68.0,5212917.0,19.0,48,12,36,32.0,0,,,628.0
1uQ8BQhLtGMfK8PS3UAdNX,1.0,Suh Young Eun,,,,,21.0,748.0,14.0,17,3,14,16.0,2,,,126.0
7iGWE6DvwRabk2DIgbTJ1n,2.0,Tuấn Ngọc,vietnamese pop,,,,33.0,97064.0,18.0,209,164,45,16.0,4,,,240377.0
3l0MJ9LCiBlMyOMaz485Q5,1.0,Baek Ji Young,k-pop,korean pop,,,47.0,133861.0,19.0,143,103,40,24.0,2,,,13680.0
0hRHbwZ0xSwfVHl4FTv7jq,3.0,Gummy,k-pop,korean pop,,,51.0,283406.0,20.0,191,140,51,24.0,2,,,10472.0
1XNC9ksvgXeD1xRJruSA5t,1.0,K.Will,k-pop,korean pop,,,49.0,333726.0,20.0,154,108,46,24.0,2,,,16422.0
4ht0wODL01ELRxlDYvsFad,1.0,Đàm Vĩnh Hưng,v-pop,vietnamese bolero,,,34.0,78312.0,19.0,125,68,57,16.0,4,,,858116.0
6gzXCdfYfFe5XKhPKkYqxV,1.0,SUPER JUNIOR,k-pop,k-pop boy group,,,61.0,2255855.0,20.0,121,79,42,32.0,2,,,28732.0
4dpARuHxo51G3z768sgnrY,2.0,Adele,british soul,pop,pop soul,uk pop,84.0,42406012.0,20.0,128,73,55,40.0,0,,,195680.0
5jLwURKdEPDvuYnac74s9c,1.0,Alesha Dixon,europop,uk pop,,,43.0,234978.0,12.0,26,14,12,24.0,0,,,2.0
5dTYaRzOn4rXGBLH052EeQ,1.0,A Fine Frenzy,acoustic pop,indie pop,lilith,neo mellow,45.0,264657.0,14.0,39,25,14,24.0,3,,,6.0
0urTpYCsixqZwgNTkPJOJ4,2.0,Aaliyah,contemporary r&b,dance pop,hip pop,neo soul,66.0,3429004.0,18.0,67,32,35,32.0,3,,,2071.0
5338fdSzGNOFD4cxAxDTeq,1.0,Aaron Carter,europop,post-teen pop,,,44.0,278565.0,14.0,73,33,40,24.0,3,,,1130.0
0C1KLj4tJZ6rBGgPNEDg8U,1.0,Emi Fujita,audiophile vocal,,,,31.0,10286.0,6.0,15,8,7,16.0,3,,,364.0
2MgeW2T979JpySoUptfZju,2.0,Khanh Ha,vietnamese pop,,,,26.0,26236.0,19.0,183,136,47,16.0,4,,,70379.0
2VUAd7F7SCWs7gYMGAQVxK,2.0,Cao Thai Son,v-pop,,,,28.0,117100.0,20.0,145,95,50,16.0,1,V-pop Mainstream,6.0,778343.0
5L4EafeXwZ0stGuPtGr5Tz,1.0,Rain,classic k-pop,,,,48.0,105786.0,18.0,29,3,26,24.0,2,,,3216.0
3LVqjXvcYbwMZc4vt4wKpM,1.0,Bức Tường,indie viet,mainland se asia metal,rock viet,,24.0,11656.0,13.0,58,30,28,16.0,1,,,115502.0
0gbeh1a6jor3A3vyJFVJxm,3.0,Hồng Ngọc,,,,,21.0,2225.0,19.0,90,40,50,16.0,4,Pop 9x thị trường,2.0,136626.0
6svgWuCwU8y127rJRPTWcI,2.0,Khánh Linh,v-pop,,,,18.0,7186.0,12.0,67,28,39,8.0,4,Pop Mainstream Vocal,12.0,15061.0
51JbNPIS9UmDvj6sTZD2Jt,1.0,Khánh Ngọc,,,,,20.0,88.0,10.0,106,59,47,16.0,36,Pop 9x Sến,5.0,346580.0
5pKCCKE2ajJHZ9KAiaK11H,1.0,Rihanna,barbadian pop,dance pop,pop,urban contemporary,87.0,50115670.0,20.0,122,65,57,40.0,0,,,44054.0
4vRSocKbGh7PsQrYRDVMEF,1.0,Lindsay Lohan,dance pop,post-teen pop,,,46.0,932894.0,17.0,47,30,17,24.0,3,,,5.0
0IMvyEWySP665zddlejaSm,2.0,Quang Vinh,v-pop,,,,28.0,42591.0,20.0,160,110,50,16.0,1,Pop 9x thị trường,2.0,655674.0
6tbjWDEIzxoDsBA1FuhfPW,1.0,Madonna,dance pop,pop,,,77.0,6350537.0,18.0,28,10,18,32.0,3,,,1254.0
74XFHRwlV6OrjEM0A2NCMF,1.0,Paramore,candy pop,pixie,pop emo,pop punk,76.0,7109045.0,16.0,20,4,16,32.0,14,,,6.0
2lWShxOL8iTlI0pmtVKvEh,1.0,S.H.E,mandopop,taiwan idol pop,taiwan pop,,53.0,524873.0,4.0,53,23,30,24.0,8,,,5356.0
1ZeXaaoO3JGlSVQMGznrWd,2.0,F4,,,,,10.0,712.0,2.0,29,13,16,8.0,8,,,2023.0
5YneEA2nLtAhkD5t2769lZ,1.0,Ikimonogakari,anime,j-pop,j-poprock,,60.0,1103756.0,14.0,57,35,22,32.0,11,,,9235.0
5XcfMxmHUiyxc1Q283Nmxj,1.0,Đan Trường,v-pop,,,,31.0,52164.0,19.0,119,72,47,16.0,4,Pop 9x thị trường,2.0,1716511.0
6I3M904Y9IwgDjrQ9pANiB,1.0,Kenny G,smooth jazz,smooth saxophone,,,62.0,914458.0,14.0,112,55,57,32.0,5,,,173163.0
26dSoYclwsYLMAKD3tpOr4,1.0,Britney Spears,dance pop,pop,,,81.0,11320335.0,20.0,112,62,50,40.0,0,,,96023.0
6vWDO969PvNqNYHIOW5v0m,1.0,Beyoncé,dance pop,pop,r&b,,88.0,32163422.0,18.0,116,52,64,40.0,0,,,55927.0
2S9W9aSAd7e5mp8WqWxN2h,1.0,Hilary Duff,dance pop,pop,post-teen pop,,57.0,2153199.0,17.0,48,29,19,24.0,0,,,539.0
4x3GOic9xXFOoOBrEMuvN9,1.0,Mai Kuraki,japanese singer-songwriter,,,,46.0,58013.0,8.0,11,3,8,24.0,11,,,17.0
1XYuC1vxinTjHCNd5clB8C,1.0,ARASHI,j-pop,,,,64.0,1881100.0,11.0,16,5,11,32.0,11,,,25.0
57ALvbCBaCkNlgTOSiUPdT,1.0,Aaron Neville,soul,,,,55.0,103888.0,16.0,17,1,16,24.0,3,,,43.0
4XwKU420OWVk38vz1KvH3M,1.0,Aaron Tippin,country,country road,country rock,redneck,50.0,529286.0,9.0,28,19,9,24.0,23,,,2.0
6prmLEyn4LfHlD9NnXWlf7,2.0,Adam Lambert,dance pop,idol,post-teen pop,,61.0,1363604.0,18.0,78,21,57,32.0,0,,,8982.0
4bYPcJP5jwMhSivRcqie2n,1.0,Adam Levine,deep talent show,neo mellow,,,72.0,963975.0,13.0,98,48,50,32.0,0,,,25618.0
0z4gvV4rjIZ9wHck67ucSV,1.0,Akon,dance pop,,,,80.0,3357750.0,20.0,26,2,24,40.0,0,,,2525.0
3dkbV4qihUeMsqN4vBGg93,1.0,Al Green,classic soul,funk,memphis soul,quiet storm,64.0,1692515.0,17.0,24,7,17,32.0,3,,,60.0
3YR92OLKlvkK5oKNekSqXe,1.0,Al Jarreau,adult standards,smooth jazz,soft rock,yacht rock,53.0,333336.0,12.0,20,8,12,24.0,7,,,5.0
4mxWe1mtYIYfP040G38yvS,1.0,Alan Jackson,contemporary country,country,country road,,72.0,2077380.0,15.0,55,19,36,32.0,23,,,6594.0
34E3csCxpXunPGEkOVVX2g,1.0,Albert Hammond,bubblegum pop,classic uk pop,folk rock,rock of gibraltar,53.0,102779.0,12.0,20,8,12,24.0,3,,,2.0
4F5jaYapI8RtTpqwaYs4IF,1.0,Lệ Quyên,v-pop,vietnamese bolero,vietnamese pop,,43.0,394503.0,20.0,173,122,51,24.0,4,,,4247803.0
5sXudh7NFkU6fjQL6BQOj0,1.0,Cẩm Ly,v-pop,vietnamese bolero,vietnamese pop,,31.0,114237.0,19.0,169,115,54,16.0,4,,,2285818.0
5WBO8UyOuJ1l7ZBqqBimpO,1.0,YUI,j-pop,j-poprock,,,56.0,409768.0,16.0,24,8,16,24.0,11,,,943.0
7jXoGtR69J2iYCefc58MZX,1.0,Twins,c-pop,cantopop,,,45.0,92415.0,1.0,64,37,27,24.0,8,,,29966.0
6YdeJQN8W4lJO8afHzUhFq,1.0,Thanh Thảo,,,,,20.0,2283.0,19.0,139,81,58,16.0,1,Pop 9x thị trường,2.0,328529.0
3EP4RX5LSuwDVy4mDeF1rl,1.0,Hồ Quỳnh Hương,v-pop,vietnamese pop,,,28.0,144490.0,20.0,164,113,51,16.0,1,Pop 9x thị trường,2.0,70599.0
14T8NkbwXVZgbOvwnuGV89,1.0,GReeeeN,j-pop,j-pop boy group,j-poprock,j-rock,60.0,1997451.0,15.0,42,27,15,32.0,11,,,76.0
04q6GxPQU1OTqHGrUxeufd,1.0,Joe Inoue,j-poprock,otacore,,,42.0,17141.0,13.0,34,17,17,24.0,11,,,172.0
6zGmypGQUBXD4ZC9EbfMme,1.0,EXILE,j-pop,j-pop boy group,,,57.0,855087.0,10.0,25,15,10,24.0,11,,,11.0
4mzMFxVZNS2uCVNdsVFoj5,2.0,Thu Minh,v-pop,vietnamese pop,,,24.0,32165.0,20.0,129,70,59,16.0,1,Pop 9x thị trường,2.0,53581.0
5HQAzIHOdemXR2DoevwhjT,1.0,KAT-TUN,j-pop boy group,,,,36.0,75144.0,14.0,19,5,14,16.0,11,,,4.0
1Z0sSjjlCFNG4WvU0DUG8t,2.0,Lia,anime,,,,28.0,12672.0,7.0,10,3,7,16.0,11,,,106.0
2RTUTCvo6onsAnheUk3aL9,1.0,3 Doors Down,alternative metal,nu metal,pop rock,post-grunge,69.0,3795018.0,11.0,50,19,31,32.0,14,,,1127.0
0Je74SitssvJg1w4Ra2EK7,1.0,4 Non Blondes,new wave pop,pop rock,,,63.0,394698.0,11.0,13,2,11,32.0,3,,,294.0
3q7HBObVc0L8jNeTe5Gofh,2.0,50 Cent,east coast hip hop,gangster rap,hip hop,pop rap,82.0,9408208.0,17.0,24,7,17,40.0,6,,,426.0
6kvN5e0vPFKf6Ra4BrINU4,1.0,misono,j-idol,,,,23.0,8349.0,11.0,11,0,11,16.0,11,,,1.0
19I4tYiChJoxEO5EuviXpz,1.0,AFI,alternative metal,emo,nu metal,pop punk,61.0,795597.0,9.0,17,8,9,32.0,14,,,1.0
0uAjBatvB4ubpd4kCfjmNt,1.0,A Flock Of Seagulls,new romantic,new wave,new wave pop,synthpop,57.0,503820.0,7.0,26,19,7,24.0,3,,,10.0
0nrcqEG1EEnOwpAfIv0UIb,1.0,A Static Lullaby,metalcore,post-hardcore,screamo,,37.0,77829.0,2.0,10,8,2,16.0,14,,,1.0
09hVIj6vWgoCDtT03h8ZCa,1.0,A Tribe Called Quest,alternative hip hop,conscious hip hop,east coast hip hop,gangster rap,66.0,1746992.0,11.0,21,10,11,32.0,6,,,9.0
5JrfgZAgqAMywJpLpJM0eS,1.0,H.O.T.,classic k-pop,k-pop,,,37.0,43628.0,19.0,47,28,19,16.0,2,,,10.0
5Pwc4xIPtQLFEnJriah9YJ,1.0,OneRepublic,piano rock,pop,pop rock,,85.0,14205903.0,20.0,109,50,59,40.0,0,,,5503.0
7ipVXXpv9fU7FCNxIYXTbl,1.0,H-Eugene,,,,,6.0,105.0,10.0,10,0,10,8.0,2,,,11.0
2t2XKfWKLXpFIjFwy1K8wx,1.0,Aaron Lewis,contemporary country,country,country road,outlaw country,61.0,708332.0,6.0,9,3,6,32.0,23,,,68.0
0LcJLqbBmaGUft1e9Mm8HV,1.0,ABBA,europop,swedish pop,,,80.0,8752582.0,19.0,27,6,21,40.0,3,,,1611.0
711MCceyCBcFnzjGY4Q7Un,4.0,AC/DC,australian rock,hard rock,rock,,80.0,24380275.0,20.0,33,11,22,40.0,3,,,1437.0
4zCbNayYzorqdzd9mPrghW,1.0,Acceptance,christian alternative rock,dreamo,emo,neon pop punk,41.0,59109.0,6.0,15,9,6,24.0,14,,,1.0
3HqSLMAZ3g3d5poNaI7GOU,1.0,IU,k-pop,,,,71.0,7376484.0,20.0,159,112,47,32.0,2,,,207828.0
01iyQzyns6Ab0LxjYvHcg9,2.0,Jewelry,classic k-pop,k-pop,,,19.0,7974.0,16.0,34,13,21,8.0,2,,,523.0
3n4ersmDo55xV4fPSCKpXb,1.0,Adema,alternative metal,industrial metal,nu metal,post-grunge,45.0,249412.0,6.0,22,16,6,24.0,14,,,1.0
7Ey4PD4MYsKc5I2dolUwbH,2.0,Aerosmith,album rock,classic rock,hard rock,rock,75.0,12571357.0,18.0,96,51,45,32.0,3,,,4138.0
165ZgPlLkK7bf5bDoFc6Sb,1.0,Limp Bizkit,alternative metal,funk metal,nu metal,rap metal,73.0,4755473.0,11.0,14,3,11,32.0,14,,,33.0
6Sz9jchJpz8HyBTtkPvYDT,1.0,Khanh Phuong,v-pop,,,,30.0,143072.0,20.0,164,115,49,16.0,1,Pop 9x Sến,5.0,1359593.0
5gxYs21La8IcjUoMoSPwCN,2.0,Lâm Chấn Huy,,,,,18.0,9703.0,16.0,154,106,48,8.0,1,Pop 9x Sến,5.0,959147.0
55yAFZYGqQ6Oy5i85txF2u,1.0,Lâm Hùng,,,,,22.0,10523.0,17.0,121,73,48,16.0,1,,,845070.0
02rLqQfWp5cmZYBShP1Fu5,2.0,Lâm Nhật Tiến,,,,,29.0,4037.0,18.0,105,60,45,16.0,4,,,185265.0
5tPrBvEiBBbSyMFz2u2ZMi,2.0,Lam Truong,v-pop,vietnamese pop,,,31.0,122770.0,20.0,161,105,56,16.0,1,Pop 9x thị trường,2.0,529775.0
4sOvsEM0ooH149joyEm7Wg,1.0,Lê Hiếu,v-pop,,,,37.0,140899.0,20.0,137,83,54,16.0,1,,,445601.0
33qeczxHwDRybWmW1vI2Nu,3.0,Nino,dutch rap pop,,,,34.0,7689.0,6.0,7,1,6,16.0,31,,,2.0
3jdzcmtw5XOmOkSb2mRDtr,1.0,T.M.Revolution,anime,classic j-pop,j-pop,j-poprock,50.0,302288.0,11.0,31,20,11,24.0,11,,,70.0
24C7uNrWX2Iidb6X63vTGz,1.0,A-do,mandopop,singaporean mandopop,singaporean pop,taiwan pop,45.0,50553.0,2.0,13,6,7,24.0,8,,,543.0
4zRG1PU5uAC6ah9yeuxfFi,2.0,Khởi My,v-pop,,,,28.0,16190.0,18.0,141,89,52,16.0,1,,,725046.0
7JpgJSzLFVxFcMIRUhq7vV,1.0,Lương Bích Hữu,v-pop,vinahouse,,,31.0,9366.0,20.0,133,78,55,16.0,1,,,1301143.0
3O2B9tOvAuttGQSOlRvszy,2.0,Lưu Hương Giang,,,,,15.0,90.0,16.0,81,32,49,8.0,1,,,22170.0
3cOksS0L23DEPJd3JwMuVs,1.0,Utada,,,,,42.0,83776.0,11.0,11,0,11,24.0,11,,,28.0
4BmWSGKG6HiYvLuJvZ9afa,1.0,Namie Amuro,classic j-pop,j-pop,okinawan pop,,59.0,1226079.0,12.0,22,10,12,24.0,11,,,200.0
3cPXzpTSrOM1VJFm6Gwaym,1.0,Melody,,,,,19.0,64.0,5.0,6,1,5,8.0,18,,,8.0
4awZsyevkX7tP6nu1rFvUq,1.0,Nami Tamaki,anime,j-poprock,,,38.0,34777.0,13.0,36,23,13,16.0,11,,,32.0
3uyDATzOGjbGCts7v2eszk,1.0,MISIA,j-pop,,,,55.0,1362380.0,15.0,34,19,15,24.0,11,,,167.0
2nVXKyk0tpwNNdD8BBcqvH,1.0,Mayumi Itsuwa,japanese singer-songwriter,kayokyoku,,,38.0,26675.0,4.0,5,1,4,16.0,11,,,565.0
0yKgtrXFlFG2rbA5vamkC5,1.0,Yuna Ito,classic j-pop,,,,39.0,99739.0,11.0,25,14,11,16.0,11,,,265.0
3Meu28o8P5z9Zjm6NTGihT,1.0,Agalloch,atmospheric black metal,atmospheric doom,black metal,blackgaze,39.0,137643.0,5.0,10,5,5,16.0,14,,,1.0
3Mvc8kRgr8LRYYgvFmlZqn,1.0,Ayumi Hamasaki,classic j-pop,eurobeat,j-pop,,56.0,719919.0,13.0,24,11,13,24.0,11,,,9.0
4xXCRXOfQKQ2gjWxNhNzYW,1.0,Air Supply,mellow gold,soft rock,,,67.0,3368430.0,17.0,109,65,44,32.0,3,,,10866.0
6urzdpGY5yUimWZsgJUoTb,1.0,Airbourne,album rock,glam metal,hard rock,metal,61.0,678972.0,9.0,14,5,9,32.0,3,,,15.0
5aYyPjAsLj7UzANzdupwnS,1.0,Good Charlotte,alternative metal,pop punk,,,65.0,2270175.0,14.0,45,23,22,32.0,14,,,410.0
2m62cc253Xvd9qYQ8d2X3d,1.0,The Alan Parsons Project,album rock,art rock,classic rock,progressive rock,61.0,1197766.0,9.0,34,17,17,32.0,3,,,261.0
6ogn9necmbUdCppmNnGOdi,1.0,Alanis Morissette,canadian pop,canadian singer-songwriter,pop rock,singer-songwriter,67.0,2330262.0,17.0,26,9,17,32.0,3,,,9.0
6ZpGx2dxN7Wjv7DVwjcdDC,1.0,3 Con Mèo,,,,,1.0,32.0,20.0,98,46,52,8.0,1,Pop 9x thị trường,2.0,21973.0
1oGiVaqkKzc2TW7RQww1EZ,1.0,5 Dong Ke,,,,,0.0,406.0,16.0,59,22,37,8.0,4,Pop 9x nhạc sang,8.0,11173.0
4OzO6OUa1Q96O9J8tsODT6,1.0,AC&M,,,,,4.0,804.0,20.0,54,8,46,8.0,4,,,8972.0
2Toc6VK22Fh0kV09xFF60J,1.0,Akira Phan,v-pop,,,,29.0,85684.0,20.0,173,125,48,16.0,1,Pop 9x Sến,5.0,944157.0
177bhZzp0omJzqXbXDsJcl,2.0,Anh Thơ,,,,,26.0,11597.0,16.0,129,88,41,16.0,4,,,551868.0
1kmhF20mIP9JeVer1HpkXz,2.0,Ánh Tuyết,,,,,10.0,1226.0,18.0,89,48,41,8.0,4,,,32493.0
0KWdVd7ZYhtlm0CLHIFBya,1.0,Bằng Kiều,v-pop,vietnamese pop,,,45.0,422707.0,20.0,177,121,56,24.0,4,Pop 9x nhạc sang,8.0,1297053.0
0pOtP6jMG4IXacNYJIGTAe,2.0,Bảo Yến,vietnamese bolero,vietnamese pop,,,28.0,40619.0,19.0,191,149,42,16.0,4,,,163700.0
01wau5CL3Z1vfJJWkzBkqg,1.0,AKB48,48g,j-idol,j-pop,j-pop girl group,54.0,384745.0,9.0,21,12,9,24.0,11,,,631.0
07wkA1PSnyfE7GcxKzf8sX,1.0,Abingdon Boys School,j-metal,j-poprock,oshare kei,,36.0,56986.0,14.0,43,29,14,16.0,11,,,19.0
7if7UQ2RpiPgIvUkgomgR7,1.0,Angela Aki,j-pop,japanese singer-songwriter,,,40.0,108171.0,10.0,18,8,10,24.0,11,,,8.0
0aD7NQx7yauKlVDnqOxk6q,2.0,AI,j-pop,,,,52.0,699883.0,14.0,17,3,14,24.0,11,,,6.0
6TDMbiQCWeMClsMr9ORLRK,2.0,aiko,j-pop,,,,56.0,451901.0,6.0,7,1,6,24.0,11,,,13.0
6wkG867OmAfhxMkjhR1dWJ,1.0,Alan,romanian rap,,,,29.0,6839.0,4.0,56,17,39,16.0,8,,,1197.0
7Hf9AwMO37bSdxHb0FBGmO,1.0,Alejandra Guzman,latin arena pop,latin pop,mexican pop,ranchera,67.0,3102106.0,7.0,23,16,7,32.0,9,,,3.0
6sq1yF0OZEWA4xoXVKW1L9,1.0,Alejandro Fernández,latin arena pop,latin pop,mariachi,mexican pop,76.0,6014793.0,10.0,20,10,10,32.0,9,,,11.0
1fnDlUNi67FQtHHqBl4Yfg,1.0,Alesana,metalcore,north carolina emo,screamo,,49.0,387655.0,3.0,15,12,3,24.0,14,,,1.0
3OpqU68JpZlzvjAJj3B2Da,1.0,Alestorm,british power metal,comic,comic metal,metal,57.0,550644.0,11.0,21,10,11,24.0,3,,,94.0
6yZoNdsPrYLviaEOOzbZt8,1.0,Alexandra Burke,dance pop,europop,post-teen pop,talent show,52.0,454035.0,18.0,82,46,36,24.0,0,,,1831.0
1qma7XhwZotCAucL7NHVLY,1.0,Mr.Children,classic j-pop,j-pop,j-rock,,64.0,2685234.0,13.0,20,7,13,32.0,11,,,152.0
5dLUUj5dr2Ao0VpWKVf6Cg,1.0,Ali Vegas,nyc rap,queens hip hop,,,16.0,6168.0,7.0,8,1,7,8.0,6,,,1.0
3EhbVgyfGd7HkpsagwL9GS,1.0,Alice Cooper,album rock,classic rock,detroit rock,glam metal,63.0,3133510.0,16.0,61,39,22,32.0,3,,,54.0
2tbvDi9eXf9XXp06LupkED,1.0,Alice Deejay,eurodance,europop,,,58.0,106617.0,5.0,5,0,5,24.0,0,,,1.0
64tNsm6TnZe2zpcMVMOoHL,1.0,Alice In Chains,alternative metal,alternative rock,grunge,hard rock,71.0,4122193.0,6.0,31,24,7,32.0,3,,,129.0
3DiDSECUqqY1AuBP8qtaIa,1.0,Alicia Keys,hip pop,neo soul,pop,r&b,77.0,9968008.0,19.0,138,81,57,32.0,3,,,14610.0
6TZdvF1kFzwnQLgHQynzsO,1.0,Alien Ant Farm,alternative metal,funk metal,nu metal,post-grunge,60.0,736008.0,8.0,16,7,9,32.0,14,,,211.0
6tl1VDtemwax4iIKxqekK1,1.0,Tomoyo Harada,shibuya-kei,,,,38.0,62471.0,3.0,10,7,3,16.0,11,,,1.0
2qyEw72uyaU4SSPho6pyRp,1.0,Lương Bằng Quang,,,,,14.0,302.0,17.0,84,37,47,8.0,1,Pop 2000,9.0,69465.0
6p7iFdv6Wn9iaS7AwVLvod,2.0,Nana Mouskouri,operatic pop,,,,52.0,242008.0,12.0,17,5,12,24.0,18,,,43.0
4WEuwyjjRCgqrUtWPPF1wk,1.0,Trường Vũ,,,,,4.0,58.0,13.0,126,82,44,8.0,4,,,1452329.0
67Zp4c0sPR4ShrDpTfoRlm,1.0,Chế Phong,,,,,1.0,152.0,12.0,16,2,14,8.0,4,,,5149.0
5kG9gxVkkdrskVLhfblCjT,1.0,Thanh Lam,v-pop,vietnamese pop,,,32.0,32538.0,19.0,186,138,48,16.0,4,Pop 9x nhạc sang,8.0,40877.0
6MddNz1oXWvuY1ZWrsRqQF,1.0,Phi Nhung,vietnamese bolero,vietnamese pop,,,33.0,67296.0,19.0,199,152,47,16.0,4,,,3821342.0
1CWwyDPjCowRTO4p6A7r6g,2.0,Mỹ Tâm,v-pop,vietnamese singer-songwriter,,,49.0,1942501.0,20.0,136,83,53,24.0,1,Pop 9x thị trường,2.0,583759.0
5J6L7N6B4nI1M5cwa29mQG,1.0,Alison Krauss,bluegrass,folk,lilith,progressive bluegrass,61.0,319176.0,8.0,13,5,8,32.0,23,,,38.0
0s0rOb0gT2S9N0SDcjtPC4,1.0,Alison Moyet,classic uk pop,mellow gold,new romantic,new wave,50.0,396290.0,14.0,46,32,14,24.0,3,,,8.0
53deL58uye6fCqRK4COtR4,1.0,Alizée,,,,,50.0,177291.0,12.0,16,4,12,24.0,18,,,15.0
5SnaL8SsjGMHQNyqpa8Zos,2.0,2am,k-pop,korean pop,,,42.0,198074.0,20.0,79,46,33,24.0,2,,,1967.0
5iRPbkcPmqAFFwDUj6ywVS,1.0,2PM,k-pop,k-pop boy group,,,52.0,696616.0,20.0,56,36,20,24.0,2,,,1074.0
1Pr9gT0veB2tgcisQeIGoC,1.0,Beast,k-pop,k-pop boy group,,,50.0,447516.0,20.0,155,108,47,24.0,2,,,61521.0
4Kxlr1PRlDKEB0ekOCyHgX,1.0,BIGBANG,k-pop,k-pop boy group,,,65.0,4891075.0,20.0,151,106,45,32.0,2,,,281421.0
46gyXjRIvN1NL1eCB8GBxo,1.0,All Time Low,modern rock,pop punk,rock,,69.0,2831061.0,8.0,25,17,8,32.0,14,,,13.0
6cdC1cwqh3eJAXaxXJt2jv,1.0,4Minute,k-pop,k-pop girl group,,,50.0,1040453.0,20.0,101,56,45,24.0,2,,,13432.0
4HyBLptfM7nZhrcss4if7x,1.0,Ung Hoang Phuc,v-pop,,,,38.0,193964.0,20.0,184,135,49,16.0,1,,,1551684.0
1l0mKo96Jh9HVYONcRl3Yp,1.0,2NE1,dance pop,k-pop,k-pop girl group,,57.0,2247541.0,20.0,121,78,43,24.0,2,,,52112.0
1loWI8jVk9btgJXHgqHXPD,1.0,After School,k-pop,k-pop girl group,,,43.0,301821.0,20.0,103,64,39,24.0,2,,,5097.0
48E5csclQ92SrzSRQmEeC4,1.0,Allison Iraheta,idol,post-teen pop,,,28.0,22278.0,9.0,23,12,11,16.0,3,,,45.0
4VSeuUbWJonXU8HiCoTIOT,1.0,Viet Hoan,,,,,16.0,1413.0,15.0,91,55,36,8.0,4,,,163043.0
18IwGkcIzn689YpIkzEKZj,1.0,Bada,,,,,22.0,3936.0,11.0,14,3,11,16.0,2,,,175.0
1pQZQEXm8NkmHQqM38ggLS,1.0,Trọng Tấn,,,,,26.0,10310.0,16.0,158,117,41,16.0,4,,,143822.0
6mdfYDYFMAJwqiWD2KQai8,1.0,The Allman Brothers Band,,,,,0.0,17.0,12.0,12,0,12,8.0,3,,,2.0
5jTtGLk1mGFMY5lQOvJYUj,2.0,bôa,indie pop,,,,62.0,223510.0,0.0,61,31,30,32.0,2,,,13772.0
0xliTEbFfy5HQHvsTknTkX,2.0,Alphaville,europop,new romantic,new wave,new wave pop,63.0,639886.0,10.0,15,5,10,32.0,3,,,136.0
4DWX7u8BV0vZIQSpJQQDWU,1.0,Alter Bridge,alternative metal,nu metal,post-grunge,rock,61.0,965947.0,6.0,8,2,6,32.0,14,,,25.0
0Xkd9GsWwOYETVF0kPXZIG,1.0,Amanda Lear,disco,hi-nrg,,,37.0,42987.0,9.0,17,8,9,16.0,3,,,2.0
6O7LgtO6NKOOOudzRayUfJ,1.0,Brown Eyes,k-rock,,,,35.0,49650.0,18.0,108,59,49,16.0,2,,,5333.0
2GEPtT5RDxrmdi0A4mbDi7,1.0,Brown Eyed Girls,k-pop,k-pop girl group,,,42.0,237945.0,20.0,110,68,42,24.0,2,,,6251.0
19kOPwmLGmRpllI9j6TrHr,1.0,Big Mama,,,,,0.0,0.0,0.0,2,1,1,8.0,2,,,129.0
6dCz3spfpIvqqqsIoP6wXi,1.0,CNBLUE,k-pop,k-pop boy group,,,48.0,664928.0,20.0,119,79,40,24.0,2,,,5845.0
0akZcna6MlOPRo0reVTaPr,1.0,Clazziquai,k-indie,,,,34.0,47619.0,14.0,47,29,18,16.0,2,,,236.0
4PJYiCyV7PAWHI5fZLpyRo,1.0,Hot Potato,k-rock,,,,25.0,7573.0,12.0,17,5,12,16.0,2,,,7.0
6JTiPLdbZD2e0tDsN15U1s,1.0,Đông Nhi,v-pop,,,,40.0,283241.0,19.0,192,137,55,24.0,1,V-pop Mainstream,6.0,580587.0
4z6yrDz5GfKXkeQZjOaZdq,1.0,DAVICHI,k-pop,korean pop,,,56.0,683698.0,19.0,184,141,43,24.0,2,,,74937.0
5q98qLG6fV1rRb3jGRHDBu,1.0,Lý Hải,,,,,21.0,12083.0,18.0,126,86,40,16.0,1,Pop 9x Sến,5.0,900887.0
18vmPKrKuO3whqA8z1UOL9,1.0,Luu Bich,v-pop,vietnamese pop,,,30.0,12077.0,19.0,150,104,46,16.0,4,,,232578.0
3KTUDQL8OV9Sv6mvLJpS5W,1.0,Mạnh Quỳnh,vietnamese bolero,,,,30.0,7738.0,16.0,202,161,41,16.0,4,,,2545769.0
