st_id,duplicates,st_name,st_genre1,st_genre2,st_genre3,st_genre4,popularity,followers,related_found,degree,in_degree,out_degree,level_popularity,community,artist_group,group,count
,,,,,,,,,,37,17,20,,27,,,229.0
,,,,,,,,,,16,8,8,,11,,,1084.0
,,,,,,,,,,5,2,3,,5,,,2234.0
,,,,,,,,,,33,8,25,,0,,,473.0
,,,,,,,,,,24,9,15,,1,Pop 2000 sến,3.0,9574.0
,,,,,,,,,,11,0,11,,1,,,1979.0
,,,,,,,,,,60,29,31,,10,,,5076.0
,,,,,,,,,,24,5,19,,1,Pop 2000 sến,3.0,9698.0
,,,,,,,,,,59,24,35,,27,,,457.0
,,,,,,,,,,113,74,39,,1,,,426988.0
,,,,,,,,,,81,50,31,,27,,,952.0
,,,,,,,,,,12,4,8,,27,,,287.0
,,,,,,,,,,72,41,31,,27,,,419.0
,,,,,,,,,,13,3,10,,27,,,69.0
,,,,,,,,,,29,9,20,,27,,,133.0
,,,,,,,,,,12,5,7,,27,,,88.0
,,,,,,,,,,43,8,35,,1,Pop sến loại 2,0.0,8021.0
,,,,,,,,,,23,6,17,,27,,,60.0
,,,,,,,,,,43,21,22,,27,,,657.0
,,,,,,,,,,13,4,9,,27,,,232.0
,,,,,,,,,,5,2,3,,27,,,161.0
,,,,,,,,,,70,32,38,,27,,,519.0
,,,,,,,,,,71,39,32,,27,,,439.0
,,,,,,,,,,42,18,24,,27,,,164.0
,,,,,,,,,,13,6,7,,2,,,183.0
,,,,,,,,,,17,6,11,,27,,,176.0
,,,,,,,,,,6,3,3,,2,,,188.0
,,,,,,,,,,4,1,3,,1,Pop 2000 sến,3.0,5106.0
,,,,,,,,,,24,6,18,,1,Pop 2000 sến,3.0,7741.0
,,,,,,,,,,10,3,7,,4,,,2605.0
,,,,,,,,,,1,0,1,,1,,,2112.0
,,,,,,,,,,16,4,12,,10,,,1489.0
,,,,,,,,,,94,60,34,,0,,,55409.0
,,,,,,,,,,19,3,16,,27,,,43.0
,,,,,,,,,,14,5,9,,4,,,6578.0
,,,,,,,,,,25,5,20,,1,,,2525.0
,,,,,,,,,,2,0,2,,27,,,68.0
,,,,,,,,,,5,1,4,,1,,,
,,,,,,,,,,18,4,14,,3,,,501.0
,,,,,,,,,,28,8,20,,27,,,73.0
,,,,,,,,,,64,41,23,,4,,,27581.0
,,,,,,,,,,23,7,16,,0,,,78.0
,,,,,,,,,,57,31,26,,5,,,373619.0
,,,,,,,,,,58,27,31,,10,,,20446.0
,,,,,,,,,,38,9,29,,36,,,3305.0
,,,,,,,,,,6,1,5,,27,,,66.0
,,,,,,,,,,113,78,35,,1,,,1065510.0
,,,,,,,,,,23,4,19,,2,,,717.0
,,,,,,,,,,7,1,6,,1,,,1130.0
,,,,,,,,,,18,9,9,,13,,,1203.0
,,,,,,,,,,19,3,16,,27,,,66.0
,,,,,,,,,,1,0,1,,8,,,161.0
,,,,,,,,,,1,0,1,,8,,,161.0
,,,,,,,,,,66,42,24,,4,,,18822.0
,,,,,,,,,,2,1,1,,4,,,193.0
,,,,,,,,,,14,7,7,,8,,,419.0
,,,,,,,,,,4,2,2,,8,,,268.0
,,,,,,,,,,3,1,2,,8,,,277.0
,,,,,,,,,,29,13,16,,4,,,2462.0
,,,,,,,,,,22,7,15,,8,,,80.0
,,,,,,,,,,22,7,15,,8,,,80.0
,,,,,,,,,,60,22,38,,1,Pop sôi động Flop,10.0,16467.0
,,,,,,,,,,4,1,3,,0,,,296.0
,,,,,,,,,,24,8,16,,8,,,461.0
,,,,,,,,,,5,2,3,,1,,,262.0
,,,,,,,,,,3,0,3,,4,,,1909.0
,,,,,,,,,,2,1,1,,4,Pop 2000 sến,3.0,1876.0
,,,,,,,,,,37,17,20,,2,,,710.0
,,,,,,,,,,42,13,29,,10,,,1859.0
,,,,,,,,,,43,12,31,,1,,,5976.0
,,,,,,,,,,14,5,9,,4,,,2060.0
,,,,,,,,,,1,0,1,,4,,,1478.0
,,,,,,,,,,39,3,36,,10,,,3123.0
,,,,,,,,,,5,2,3,,5,,,230.0
,,,,,,,,,,11,5,6,,2,,,284.0
,,,,,,,,,,56,16,40,,1,,,9021.0
,,,,,,,,,,14,7,7,,5,,,243.0
,,,,,,,,,,2,1,1,,2,,,5.0
,,,,,,,,,,45,9,36,,10,,,35962.0
,,,,,,,,,,8,2,6,,4,,,1639.0
,,,,,,,,,,46,10,36,,10,,,36708.0
,,,,,,,,,,82,46,36,,1,,,107778.0
,,,,,,,,,,48,16,32,,10,,,6252.0
,,,,,,,,,,31,8,23,,8,,,2867.0
,,,,,,,,,,44,7,37,,8,,,835.0
,,,,,,,,,,21,5,16,,8,,,1844.0
,,,,,,,,,,6,2,4,,1,Pop 2000 sến,3.0,1218.0
,,,,,,,,,,3,1,2,,4,,,1021.0
,,,,,,,,,,14,3,11,,8,,,132.0
,,,,,,,,,,2,1,1,,12,,,139.0
,,,,,,,,,,14,7,7,,5,,,272.0
,,,,,,,,,,50,19,31,,4,,,12425.0
,,,,,,,,,,20,8,12,,4,,,4637.0
,,,,,,,,,,9,0,9,,10,,,934.0
,,,,,,,,,,60,28,32,,10,,,11956.0
,,,,,,,,,,20,8,12,,10,,,1664.0
,,,,,,,,,,9,1,8,,1,,,1548.0
,,,,,,,,,,31,11,20,,4,,,10214.0
,,,,,,,,,,60,25,35,,4,,,14226.0
,,,,,,,,,,2,1,1,,44,,,9.0
,,,,,,,,,,9,2,7,,2,,,459.0
,,,,,,,,,,63,23,40,,1,,,28759.0
,,,,,,,,,,47,27,20,,1,,,1570.0
,,,,,,,,,,47,27,20,,1,,,2168.0
,,,,,,,,,,50,30,20,,1,,,1944.0
,,,,,,,,,,5,1,4,,1,,,1105.0
,,,,,,,,,,46,26,20,,1,,,1322.0
,,,,,,,,,,4,2,2,,8,,,496.0
,,,,,,,,,,45,19,26,,8,,,3422.0
,,,,,,,,,,60,25,35,,2,,,6178.0
,,,,,,,,,,28,8,20,,1,,,16039.0
,,,,,,,,,,4,1,3,,1,,,1585.0
,,,,,,,,,,46,26,20,,1,,,1382.0
,,,,,,,,,,29,7,22,,8,,,1447.0
,,,,,,,,,,14,7,7,,13,,,3400.0
,,,,,,,,,,10,5,5,,19,,,1758.0
,,,,,,,,,,15,5,10,,1,,,175.0
,,,,,,,,,,88,54,34,,10,,,98385.0
,,,,,,,,,,32,7,25,,4,,,2147.0
,,,,,,,,,,2,1,1,,1,,,441.0
,,,,,,,,,,30,7,23,,0,,,2234.0
,,,,,,,,,,16,6,10,,2,,,382.0
,,,,,,,,,,96,68,28,,8,,,27286.0
,,,,,,,,,,19,6,13,,0,,,599.0
,,,,,,,,,,42,16,26,,0,,,4881.0
,,,,,,,,,,5,1,4,,8,,,375.0
,,,,,,,,,,38,8,30,,8,,,1272.0
,,,,,,,,,,37,17,20,,8,,,681.0
,,,,,,,,,,2,1,1,,1,,,74.0
,,,,,,,,,,4,2,2,,0,,,92.0
,,,,,,,,,,94,64,30,,1,,,38867.0
,,,,,,,,,,47,24,23,,8,,,1002.0
,,,,,,,,,,33,10,23,,10,,,2091.0
,,,,,,,,,,12,4,8,,1,,,806.0
,,,,,,,,,,57,25,32,,1,,,22799.0
,,,,,,,,,,39,9,30,,1,,,2871.0
,,,,,,,,,,14,7,7,,5,,,338.0
,,,,,,,,,,30,15,15,,5,,,5762.0
,,,,,,,,,,53,17,36,,2,,,1646.0
,,,,,,,,,,60,28,32,,0,,,853.0
,,,,,,,,,,1,0,1,,2,,,205.0
,,,,,,,,,,57,27,30,,10,,,16985.0
,,,,,,,,,,8,2,6,,8,,,152.0
,,,,,,,,,,1,0,1,,10,,,1041.0
,,,,,,,,,,1,0,1,,10,,,661.0
,,,,,,,,,,13,4,9,,10,,,894.0
,,,,,,,,,,40,10,30,,4,,,5736.0
,,,,,,,,,,33,4,29,,1,Pop sến loại 2,0.0,5775.0
,,,,,,,,,,1,0,1,,1,,,1485.0
,,,,,,,,,,1,0,1,,1,,,1511.0
,,,,,,,,,,7,3,4,,10,,,217.0
,,,,,,,,,,45,9,36,,8,,,3343.0
,,,,,,,,,,46,24,22,,0,,,1559.0
,,,,,,,,,,3,0,3,,1,,,425.0
,,,,,,,,,,10,5,5,,11,,,6895.0
,,,,,,,,,,13,6,7,,8,,,
,,,,,,,,,,13,6,7,,8,,,
,,,,,,,,,,78,45,33,,10,,,21579.0
,,,,,,,,,,3,0,3,,1,Pop sến loại 2,0.0,663.0
,,,,,,,,,,14,4,10,,1,Pop sến loại 2,0.0,1367.0
,,,,,,,,,,12,4,8,,2,,,459.0
,,,,,,,,,,56,17,39,,1,,,10880.0
,,,,,,,,,,58,19,39,,1,Pop sôi động Flop,10.0,10910.0
,,,,,,,,,,23,1,22,,1,,,2399.0
,,,,,,,,,,80,49,31,,1,,,76950.0
,,,,,,,,,,42,22,20,,10,,,2302.0
,,,,,,,,,,9,3,6,,0,,,291.0
,,,,,,,,,,1,0,1,,8,,,122.0
,,,,,,,,,,19,5,14,,0,,,94.0
,,,,,,,,,,23,1,22,,8,,,1841.0
,,,,,,,,,,1,0,1,,4,,,1077.0
,,,,,,,,,,28,6,22,,1,Pop sến loại 2,0.0,3452.0
,,,,,,,,,,41,10,31,,1,,,1677.0
,,,,,,,,,,65,37,28,,1,,,14195.0
,,,,,,,,,,43,4,39,,10,,,2701.0
,,,,,,,,,,8,3,5,,1,,,1202.0
,,,,,,,,,,10,5,5,,13,,,191.0
,,,,,,,,,,77,45,32,,10,,,23589.0
,,,,,,,,,,24,12,12,,5,,,58779.0
,,,,,,,,,,43,12,31,,10,,,2885.0
,,,,,,,,,,59,17,42,,10,,,15532.0
,,,,,,,,,,12,6,6,,2,,,359.0
,,,,,,,,,,12,6,6,,2,,,400.0
,,,,,,,,,,36,16,20,,1,,,1524.0
,,,,,,,,,,89,56,33,,10,,,27847.0
,,,,,,,,,,4,1,3,,8,,,276.0
,,,,,,,,,,64,31,33,,2,,,4592.0
,,,,,,,,,,1,0,1,,10,,,1335.0
,,,,,,,,,,25,5,20,,10,,,3343.0
,,,,,,,,,,88,57,31,,10,,,166583.0
,,,,,,,,,,67,38,29,,10,,,17387.0
,,,,,,,,,,12,4,8,,4,,,11881.0
,,,,,,,,,,1,0,1,,1,,,2297.0
,,,,,,,,,,3,0,3,,4,,,2785.0
,,,,,,,,,,5,0,5,,8,,,148.0
,,,,,,,,,,1,0,1,,1,,,917.0
,,,,,,,,,,30,5,25,,1,,,5694.0
,,,,,,,,,,60,25,35,,1,Pop 2000 sến,3.0,12961.0
,,,,,,,,,,4,2,2,,11,,,4019.0
,,,,,,,,,,3,0,3,,8,,,938.0
,,,,,,,,,,59,18,41,,0,,,7951.0
,,,,,,,,,,6,2,4,,4,,,929.0
,,,,,,,,,,7,3,4,,36,,,649.0
,,,,,,,,,,11,5,6,,36,,,594.0
,,,,,,,,,,17,6,11,,8,,,836.0
,,,,,,,,,,9,4,5,,5,,,1478.0
,,,,,,,,,,18,9,9,,5,,,1556.0
,,,,,,,,,,42,11,31,,1,,,2848.0
,,,,,,,,,,8,1,7,,1,,,1556.0
,,,,,,,,,,10,3,7,,1,,,871.0
,,,,,,,,,,22,6,16,,4,,,5380.0
,,,,,,,,,,123,86,37,,1,Pop sến loại 1,14.0,2005252.0
,,,,,,,,,,48,18,30,,2,,,10709.0
,,,,,,,,,,3,0,3,,10,,,291.0
,,,,,,,,,,54,16,38,,1,Pop sến loại 1,14.0,54833.0
,,,,,,,,,,86,50,36,,0,,,2270.0
,,,,,,,,,,36,9,27,,2,,,843.0
,,,,,,,,,,36,8,28,,2,,,1456.0
,,,,,,,,,,14,4,10,,1,,,2533.0
,,,,,,,,,,3,1,2,,1,,,1879.0
,,,,,,,,,,33,13,20,,2,,,298.0
,,,,,,,,,,65,28,37,,1,,,125521.0
,,,,,,,,,,85,55,30,,4,,,80228.0
,,,,,,,,,,58,21,37,,10,,,3188.0
,,,,,,,,,,48,17,31,,0,,,456.0
,,,,,,,,,,69,42,27,,0,,,883.0
,,,,,,,,,,53,25,28,,0,,,494.0
,,,,,,,,,,11,2,9,,10,,,2135.0
,,,,,,,,,,58,17,41,,10,,,7875.0
,,,,,,,,,,109,81,28,,8,,,55812.0
,,,,,,,,,,2,1,1,,1,,,1183.0
,,,,,,,,,,22,1,21,,1,,,2701.0
,,,,,,,,,,187,149,38,,1,,,943436.0
,,,,,,,,,,56,28,28,,4,,,11934.0
,,,,,,,,,,12,6,6,,11,,,201.0
,,,,,,,,,,5,2,3,,10,,,301.0
,,,,,,,,,,102,68,34,,0,,,19318.0
,,,,,,,,,,13,2,11,,4,,,2247.0
,,,,,,,,,,11,5,6,,4,,,1080.0
,,,,,,,,,,19,8,11,,4,,,4116.0
,,,,,,,,,,74,39,35,,10,,,49768.0
,,,,,,,,,,12,4,8,,5,,,1373.0
,,,,,,,,,,10,3,7,,5,,,225.0
,,,,,,,,,,1,0,1,,4,,,1876.0
,,,,,,,,,,20,5,15,,27,,,2211.0
,,,,,,,,,,39,17,22,,4,,,10968.0
,,,,,,,,,,72,32,40,,4,,,26667.0
,,,,,,,,,,50,25,25,,4,,,8052.0
,,,,,,,,,,9,3,6,,4,,,2439.0
,,,,,,,,,,3,1,2,,5,,,838.0
,,,,,,,,,,63,33,30,,4,,,18229.0
,,,,,,,,,,2,0,2,,4,,,1302.0
,,,,,,,,,,34,11,23,,4,,,28673.0
,,,,,,,,,,14,3,11,,4,,,1833.0
,,,,,,,,,,57,18,39,,4,,,31803.0
,,,,,,,,,,22,1,21,,1,Pop sến loại 2,0.0,2542.0
,,,,,,,,,,3,0,3,,1,,,747.0
,,,,,,,,,,74,40,34,,0,,,26138.0
,,,,,,,,,,3,1,2,,2,,,195.0
,,,,,,,,,,10,0,10,,10,,,536.0
,,,,,,,,,,1,0,1,,10,,,103.0
,,,,,,,,,,1,0,1,,10,,,103.0
,,,,,,,,,,8,3,5,,10,,,256.0
,,,,,,,,,,23,4,19,,10,,,8066.0
,,,,,,,,,,26,8,18,,10,,,2358.0
,,,,,,,,,,55,16,39,,10,,,14776.0
,,,,,,,,,,36,4,32,,1,,,3685.0
,,,,,,,,,,14,4,10,,4,,,1290.0
,,,,,,,,,,76,43,33,,10,,,22493.0
,,,,,,,,,,2,1,1,,0,,,110.0
,,,,,,,,,,1,0,1,,8,,,395.0
,,,,,,,,,,22,8,14,,0,,,1430.0
,,,,,,,,,,13,3,10,,1,,,3942.0
,,,,,,,,,,1,0,1,,1,,,142.0
,,,,,,,,,,43,9,34,,1,,,18899.0
,,,,,,,,,,8,4,4,,4,,,700.0
,,,,,,,,,,63,27,36,,4,,,53000.0
,,,,,,,,,,38,13,25,,4,,,5688.0
,,,,,,,,,,1,0,1,,1,,,712.0
,,,,,,,,,,10,4,6,,4,,,776.0
,,,,,,,,,,8,1,7,,8,,,1257.0
,,,,,,,,,,1,0,1,,1,,,1202.0
,,,,,,,,,,57,35,22,,1,Pop sến loại 2,0.0,4026.0
,,,,,,,,,,34,9,25,,0,,,2478.0
,,,,,,,,,,13,6,7,,2,,,526.0
,,,,,,,,,,18,7,11,,8,,,319.0
,,,,,,,,,,17,7,10,,8,,,378.0
,,,,,,,,,,31,9,22,,10,,,1003.0
,,,,,,,,,,12,3,9,,4,Pop sến loại 2,0.0,2044.0
,,,,,,,,,,78,42,36,,0,,,722.0
,,,,,,,,,,19,7,12,,20,,,87.0
,,,,,,,,,,11,5,6,,8,,,
,,,,,,,,,,13,6,7,,8,,,
,,,,,,,,,,23,10,13,,5,,,8756.0
,,,,,,,,,,26,5,21,,3,,,1317.0
,,,,,,,,,,3,1,2,,2,,,183.0
,,,,,,,,,,43,14,29,,4,,,14504.0
,,,,,,,,,,9,4,5,,4,,,3557.0
,,,,,,,,,,28,4,24,,1,,,1470.0
,,,,,,,,,,28,3,25,,1,,,12718.0
,,,,,,,,,,22,0,22,,0,,,2495.0
,,,,,,,,,,62,31,31,,4,,,14495.0
,,,,,,,,,,67,39,28,,1,,,45050.0
,,,,,,,,,,27,4,23,,10,,,2007.0
,,,,,,,,,,23,1,22,,1,,,6462.0
,,,,,,,,,,20,8,12,,5,,,4053.0
,,,,,,,,,,1,0,1,,2,,,233.0
,,,,,,,,,,3,1,2,,1,Pop sến loại 2,0.0,1036.0
,,,,,,,,,,26,4,22,,1,,,4034.0
,,,,,,,,,,58,20,38,,1,,,21580.0
,,,,,,,,,,83,50,33,,1,,,89786.0
,,,,,,,,,,51,22,29,,10,,,5405.0
,,,,,,,,,,26,3,23,,1,,,2448.0
,,,,,,,,,,12,5,7,,8,,,11.0
,,,,,,,,,,14,5,9,,2,,,747.0
,,,,,,,,,,46,16,30,,0,,,8362.0
,,,,,,,,,,6,2,4,,1,,,217.0
,,,,,,,,,,1,0,1,,8,,,346.0
,,,,,,,,,,2,1,1,,0,,,628.0
,,,,,,,,,,26,10,16,,0,,,2509.0
,,,,,,,,,,23,1,22,,1,,,1312.0
,,,,,,,,,,6,1,5,,4,,,1099.0
,,,,,,,,,,33,13,20,,10,,,238.0
,,,,,,,,,,2,1,1,,2,,,72.0
,,,,,,,,,,16,7,9,,10,,,762.0
,,,,,,,,,,16,7,9,,10,,,762.0
,,,,,,,,,,6,2,4,,1,,,1814.0
,,,,,,,,,,117,78,39,,1,Indie Ballad,13.0,413919.0
,,,,,,,,,,117,80,37,,1,,,231078.0
,,,,,,,,,,32,14,18,,4,,,6374.0
,,,,,,,,,,4,1,3,,10,,,645.0
,,,,,,,,,,4,1,3,,10,,,645.0
,,,,,,,,,,6,3,3,,11,,,470.0
,,,,,,,,,,57,21,36,,10,,,13324.0
,,,,,,,,,,72,41,31,,0,,,6668.0
,,,,,,,,,,36,12,24,,3,,,1256.0
,,,,,,,,,,11,3,8,,8,,,553.0
,,,,,,,,,,27,9,18,,8,,,113.0
,,,,,,,,,,10,4,6,,8,,,309.0
,,,,,,,,,,9,1,8,,1,,,516.0
,,,,,,,,,,44,14,30,,2,,,2462.0
,,,,,,,,,,194,160,34,,1,,,3895451.0
,,,,,,,,,,8,3,5,,8,,,95.0
,,,,,,,,,,53,20,33,,1,Pop sến loại 2,0.0,2256.0
,,,,,,,,,,9,1,8,,1,,,617.0
,,,,,,,,,,92,59,33,,8,,,26354.0
,,,,,,,,,,11,0,11,,10,,,816.0
,,,,,,,,,,8,3,5,,10,,,119.0
,,,,,,,,,,24,1,23,,0,,,879.0
,,,,,,,,,,8,2,6,,10,,,372.0
,,,,,,,,,,51,11,40,,1,Pop sến loại 2,0.0,8605.0
,,,,,,,,,,116,81,35,,1,,,1083322.0
,,,,,,,,,,54,31,23,,2,,,10776.0
,,,,,,,,,,7,3,4,,0,,,80.0
,,,,,,,,,,57,19,38,,4,,,8453.0
,,,,,,,,,,5,1,4,,4,,,414.0
,,,,,,,,,,34,5,29,,1,,,7403.0
,,,,,,,,,,24,8,16,,10,,,959.0
,,,,,,,,,,7,1,6,,10,,,519.0
,,,,,,,,,,50,21,29,,8,,,1801.0
,,,,,,,,,,13,5,8,,4,,,800.0
,,,,,,,,,,12,5,7,,4,,,631.0
,,,,,,,,,,37,14,23,,8,,,867.0
,,,,,,,,,,38,6,32,,1,Pop sến loại 2,0.0,7405.0
,,,,,,,,,,11,5,6,,8,,,1386.0
,,,,,,,,,,50,17,33,,10,Pop sến loại 2,0.0,3656.0
,,,,,,,,,,3,1,2,,1,,,
,,,,,,,,,,9,3,6,,8,,,229.0
,,,,,,,,,,57,20,37,,1,,,9736.0
,,,,,,,,,,116,77,39,,0,,,11985.0
,,,,,,,,,,2,0,2,,8,,,309.0
,,,,,,,,,,8,2,6,,19,,,215.0
,,,,,,,,,,28,8,20,,8,,,4780.0
,,,,,,,,,,4,1,3,,8,,,399.0
,,,,,,,,,,10,4,6,,1,,,540.0
,,,,,,,,,,27,9,18,,1,,,643.0
,,,,,,,,,,11,5,6,,4,,,191.0
,,,,,,,,,,12,6,6,,10,,,133.0
,,,,,,,,,,26,3,23,,8,,,1058.0
,,,,,,,,,,39,19,20,,8,,,1032.0
,,,,,,,,,,120,84,36,,8,,,22837.0
,,,,,,,,,,1,0,1,,4,,,233.0
,,,,,,,,,,24,8,16,,2,,,468.0
,,,,,,,,,,2,0,2,,4,Pop sến loại 2,0.0,692.0
,,,,,,,,,,39,12,27,,0,,,1116.0
,,,,,,,,,,1,0,1,,4,,,786.0
,,,,,,,,,,17,3,14,,4,,,5018.0
,,,,,,,,,,4,1,3,,1,,,2169.0
,,,,,,,,,,20,3,17,,10,,,1357.0
,,,,,,,,,,4,1,3,,8,,,78.0
,,,,,,,,,,31,15,16,,4,,,4815.0
,,,,,,,,,,21,10,11,,4,,,1455.0
,,,,,,,,,,19,9,10,,4,,,679.0
,,,,,,,,,,32,7,25,,0,,,504.0
,,,,,,,,,,9,3,6,,4,,,4955.0
,,,,,,,,,,133,102,31,,8,,,44758.0
,,,,,,,,,,64,25,39,,10,,,44265.0
,,,,,,,,,,4,2,2,,4,,,469.0
,,,,,,,,,,5,1,4,,8,,,686.0
,,,,,,,,,,40,8,32,,10,,,4962.0
,,,,,,,,,,33,4,29,,1,,,1681.0
,,,,,,,,,,74,38,36,,4,,,111993.0
,,,,,,,,,,4,0,4,,4,,,953.0
,,,,,,,,,,24,12,12,,2,,,336.0
,,,,,,,,,,43,14,29,,10,,,10886.0
,,,,,,,,,,112,84,28,,8,,,69556.0
,,,,,,,,,,60,31,29,,8,,,5139.0
,,,,,,,,,,87,51,36,,8,,,12321.0
,,,,,,,,,,86,50,36,,8,,,12389.0
,,,,,,,,,,23,3,20,,1,,,5686.0
,,,,,,,,,,26,3,23,,8,,,4185.0
,,,,,,,,,,17,1,16,,0,,,1281.0
,,,,,,,,,,21,9,12,,0,,,1145.0
,,,,,,,,,,13,5,8,,1,,,341.0
,,,,,,,,,,12,4,8,,4,,,8368.0
,,,,,,,,,,2,0,2,,4,,,1248.0
,,,,,,,,,,15,3,12,,10,,,691.0
,,,,,,,,,,6,1,5,,4,,,1242.0
,,,,,,,,,,25,2,23,,1,,,3725.0
,,,,,,,,,,83,53,30,,8,,,44097.0
,,,,,,,,,,6,2,4,,4,,,515.0
,,,,,,,,,,78,47,31,,1,Pop Ballad Flop,7.0,97590.0
,,,,,,,,,,5,2,3,,4,,,799.0
,,,,,,,,,,24,12,12,,4,,,2050.0
,,,,,,,,,,29,12,17,,5,,,1357.0
,,,,,,,,,,5,2,3,,20,,,123.0
,,,,,,,,,,24,12,12,,5,,,1249.0
,,,,,,,,,,24,12,12,,5,,,2011.0
,,,,,,,,,,62,23,39,,10,Pop sến loại 2,0.0,11558.0
,,,,,,,,,,75,36,39,,2,,,1926.0
,,,,,,,,,,47,20,27,,19,,,5373.0
,,,,,,,,,,72,50,22,,5,,,42292.0
,,,,,,,,,,18,4,14,,4,,,6636.0
,,,,,,,,,,16,0,16,,1,,,2245.0
,,,,,,,,,,8,4,4,,2,,,758.0
,,,,,,,,,,4,2,2,,5,,,12721.0
,,,,,,,,,,24,12,12,,5,,,1249.0
,,,,,,,,,,15,4,11,,1,,,2198.0
,,,,,,,,,,32,14,18,,36,,,1519.0
,,,,,,,,,,40,10,30,,36,,,4799.0
,,,,,,,,,,74,46,28,,36,,,60038.0
,,,,,,,,,,12,4,8,,36,,,1202.0
,,,,,,,,,,12,6,6,,36,,,622.0
,,,,,,,,,,14,7,7,,5,,,242.0
,,,,,,,,,,14,7,7,,5,,,242.0
,,,,,,,,,,12,6,6,,36,,,622.0
,,,,,,,,,,2,1,1,,4,,,4869.0
,,,,,,,,,,18,9,9,,5,,,268.0
,,,,,,,,,,18,9,9,,5,,,268.0
,,,,,,,,,,55,23,32,,8,,,2588.0
,,,,,,,,,,37,17,20,,5,,,1326.0
,,,,,,,,,,45,15,30,,4,,,9735.0
,,,,,,,,,,29,14,15,,3,,,1831.0
,,,,,,,,,,34,15,19,,8,,,239.0
,,,,,,,,,,2,1,1,,10,,,1551.0
,,,,,,,,,,2,1,1,,8,,,301.0
,,,,,,,,,,15,7,8,,8,,,600.0
,,,,,,,,,,5,1,4,,2,,,49.0
,,,,,,,,,,52,28,24,,8,,,4521.0
,,,,,,,,,,107,73,34,,1,V-pop Mainstream,6.0,553736.0
,,,,,,,,,,1,0,1,,4,,,175.0
,,,,,,,,,,30,3,27,,1,,,9942.0
,,,,,,,,,,50,23,27,,2,,,916.0
,,,,,,,,,,6,0,6,,1,,,1749.0
,,,,,,,,,,11,4,7,,4,,,2335.0
,,,,,,,,,,2,1,1,,1,,,487.0
,,,,,,,,,,55,21,34,,36,,,18165.0
,,,,,,,,,,5,0,5,,4,,,4180.0
,,,,,,,,,,4,1,3,,8,,,757.0
,,,,,,,,,,111,74,37,,0,,,28069.0
,,,,,,,,,,48,12,36,,1,,,10153.0
,,,,,,,,,,72,36,36,,8,,,6643.0
,,,,,,,,,,5,1,4,,8,,,116.0
,,,,,,,,,,22,1,21,,1,Pop sến loại 2,0.0,2616.0
,,,,,,,,,,32,8,24,,1,,,10752.0
,,,,,,,,,,81,45,36,,36,,,13570.0
,,,,,,,,,,59,19,40,,1,,,9725.0
,,,,,,,,,,12,3,9,,4,,,2922.0
,,,,,,,,,,6,2,4,,4,,,1246.0
,,,,,,,,,,69,38,31,,1,,,31436.0
,,,,,,,,,,1,0,1,,4,,,213.0
,,,,,,,,,,20,7,13,,5,,,514.0
,,,,,,,,,,3,1,2,,4,,,2029.0
,,,,,,,,,,29,6,23,,4,,,11318.0
,,,,,,,,,,14,5,9,,4,Pop sến loại 2,0.0,1585.0
,,,,,,,,,,3,1,2,,2,,,192.0
,,,,,,,,,,40,20,20,,5,,,11336.0
,,,,,,,,,,6,2,4,,0,,,186.0
,,,,,,,,,,68,40,28,,27,,,1160.0
,,,,,,,,,,5,1,4,,4,Pop Ballad Flop,7.0,612.0
,,,,,,,,,,59,30,29,,1,,,66355.0
,,,,,,,,,,88,57,31,,4,,,26726.0
,,,,,,,,,,45,20,25,,1,,,4168.0
,,,,,,,,,,10,0,10,,1,,,1087.0
,,,,,,,,,,29,8,21,,0,,,2233.0
,,,,,,,,,,36,5,31,,8,,,402.0
,,,,,,,,,,50,27,23,,4,,,13709.0
,,,,,,,,,,1,0,1,,4,,,323.0
,,,,,,,,,,58,18,40,,1,,,17027.0
,,,,,,,,,,15,7,8,,4,,,648.0
,,,,,,,,,,37,8,29,,1,,,13748.0
,,,,,,,,,,6,3,3,,7,,,272.0
,,,,,,,,,,73,34,39,,1,,,16006.0
,,,,,,,,,,102,70,32,,2,,,12290.0
,,,,,,,,,,2,1,1,,8,,,319.0
,,,,,,,,,,30,10,20,,10,,,1495.0
,,,,,,,,,,47,23,24,,10,,,12301.0
,,,,,,,,,,89,51,38,,8,,,10530.0
,,,,,,,,,,1,0,1,,2,,,352.0
,,,,,,,,,,4,2,2,,8,,,121.0
,,,,,,,,,,32,15,17,,5,,,8293.0
,,,,,,,,,,1,0,1,,10,,,604.0
,,,,,,,,,,13,6,7,,13,,,125.0
,,,,,,,,,,28,7,21,,10,,,2159.0
,,,,,,,,,,1,0,1,,1,,,660.0
,,,,,,,,,,14,3,11,,1,,,2044.0
,,,,,,,,,,12,0,12,,1,,,2714.0
,,,,,,,,,,8,3,5,,8,,,98.0
,,,,,,,,,,2,1,1,,4,,,598.0
,,,,,,,,,,16,6,10,,10,,,725.0
,,,,,,,,,,8,2,6,,4,,,1183.0
,,,,,,,,,,8,3,5,,4,,,288.0
,,,,,,,,,,106,76,30,,8,,,40529.0
,,,,,,,,,,18,9,9,,5,,,1641.0
,,,,,,,,,,12,1,11,,1,,,4938.0
,,,,,,,,,,75,40,35,,10,,,7969.0
,,,,,,,,,,55,21,34,,1,,,28336.0
,,,,,,,,,,3,0,3,,1,Pop sến loại 2,0.0,1439.0
